IdTurma,IdDisciplina_x,IdProfessor_x,IdSerie,IdPeriodo,TipoTurma,IdDisciplina_y,NomeTurma,SiglaTurma,TurnoPrincipal,TotalVagas,IdUsuarioCoordenador,CodigoAgrupamento,DisciplinaRequerNota,DisciplinaCargaHorariaSemanal,DisciplinaStUsaNotaConceito,IdServicoMensalidade,ES_IdCursoSuperiorPreferencial,DescricaoHorario,_DisciplinaConteudoProgramatico,SituacaoAlunoDisciplinaCursando,SituacaoAlunoDisciplinaAprovado,SituacaoAlunoDisciplinaReprovado,Reserva_IdServico,Reserva_QtdeDiasValidade,IdSala,DataInicial,DataFinal,DataNascimentoMinima,DataNascimentoMaxima,SexoTurma,StPermiteAcessoPortalEducacional,ProvaCHumanas_NotaMinima,ProvaCHumanas_Peso,ProvaCNatureza_NotaMinima,ProvaCNatureza_Peso,ProvaLinguagens_NotaMinima,ProvaLinguagens_Peso,ProvaMatematica_NotaMinima,ProvaMatematica_Peso,ProvaRedacao_NotaMinima,ProvaRedacao_Peso,FInscr_StExibirTurma,FInscr_IdSituacaoAlunoTurma,InscrTurma_StExibirTurma,IdFreqTipoHorario,InscrTurma_StVerificaTurmaRestricao,InscrTurma_ArrayIdTurmaRestricao,InscrTurma_ArrayIdSituacaoAlunoTurmaRestricao,IntegPortal_CodigoTurma,StDisponivelMatricula,DataMatriculaInicio,DataMatriculaFinal,IdTurno,IdEventoTipo,NumeroEtapa,StIntegracaoAppComunicacao,RMOnLine_IdTextoPersonalizado_Confirmacao,Evento_IdTextoPersonalizadoCertificado,Evento_DataRealizacao,IdModeloContrato,CdTurmaINEP,NovoEnsinoMedio_GrupoEstruturaCurricular,NovoEnsinoMedio_AreaConhecimento,NovoEnsinoMedio_TextoApresentacaoDisciplina,ItFor_StDisponivelMatricular,ItFor_NomeTrilha,StGerarHistorico,DisciplinaCargaHorariaAnual,QuantidadeAulasSemanais,DisciplinaCargaHoraMinutoDiaria,DisciplinaCargaHoraMinutoAnual,IdContrato_RMOnlineConfirmacao,DisciplinaCargaHorariaAula,ValorServicoModuloEducacao,IdDisciplina,IdProfessor_y,QtdeMaximaAluno,IdPlanoPagamento,Ementa,ObjGeral,ObjEspecificos,Bibliografia,BibliografiaComplementar,Metodologia,Recursos,FormaDeAvaliacao,ConteudoProgramatico,Competencias,AulasPraticas,DataHoraAlteracao,IdProfessorAlteracao,DataHoraConfirmacao,IdUsuarioConfirmacao,SituacaoPlanoEnsino,DataAula_Inicio,DataAula_Termino,CompetenciasHabilidades,ContribuicaoPerfil,EstrategiaAprendizagem,LeituraComplementar,ArticulacaoOutrasDisciplinas,StGoogleEdu_Sincronizado,GoogleForEducation_LogProcessamento
467,1,0,8,6,G,,1B (Centro) - Tarde,1B,T,15.0,,B,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,19,0,8,6,G,,1B (Centro) - Tarde,1B,T,15.0,,B,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,19,0,8,6,G,,1B (Centro) - Tarde,1B,T,15.0,,B,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,19,0,8,6,G,,1B (Centro) - Tarde,1B,T,15.0,,B,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,1,0,8,6,G,,1C (Centro)  - Manhã,1C,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,29,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,1,0,8,6,G,,1C (Centro)  - Manhã,1C,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,1,0,8,6,G,,1C (Centro)  - Manhã,1C,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,1,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,1,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,1,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,4,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,4,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,4,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,19,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,19,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,19,0,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,1,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,1,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,1,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,4,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,4,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,4,0,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,1,0,8,6,G,,1R (Granjinha) - Tarde,1R,T,15.0,,R,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,1,0,8,6,G,,1R (Granjinha) - Tarde,1R,T,15.0,,R,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,1,0,8,6,G,,1R (Granjinha) - Tarde,1R,T,15.0,,R,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,24,0,11,6,G,,2A (Centro) - Tarde,2A,T,15.0,,A,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,24,0,11,6,G,,2A (Centro) - Tarde,2A,T,15.0,,A,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,24,0,11,6,G,,2A (Centro) - Tarde,2A,T,15.0,,A,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,24,0,11,6,G,,2B (Centro) - Tarde/Noite,2B,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,24,0,11,6,G,,2B (Centro) - Tarde/Noite,2B,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,24,0,11,6,G,,2B (Centro) - Tarde/Noite,2B,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,24,0,11,6,G,,2D (Centro)  - Manhã,2D,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,24,0,11,6,G,,2D (Centro)  - Manhã,2D,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,24,0,11,6,G,,2D (Centro)  - Manhã,2D,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,24,0,11,6,G,,2F (Filipinho) - Tarde,2F,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,24,0,11,6,G,,2F (Filipinho) - Tarde,2F,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,24,0,11,6,G,,2F (Filipinho) - Tarde,2F,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,24,0,11,6,G,,2C (Centro)  - Noite,2C,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,24,0,11,6,G,,2C (Centro)  - Noite,2C,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,24,0,11,6,G,,2C (Centro)  - Noite,2C,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,1,28,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,1,28,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,1,28,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,24,0,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,24,0,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,24,0,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,24,0,11,6,G,,2K ( Cipó) - Tarde,2K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,24,0,11,6,G,,2K ( Cipó) - Tarde,2K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,24,0,11,6,G,,2K ( Cipó) - Tarde,2K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,1,28,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,1,28,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,1,28,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,24,0,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,24,0,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,24,0,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,24,0,11,6,G,,2M ( Cipó) - Manhã,2M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,24,0,11,6,G,,2M ( Cipó) - Manhã,2M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,24,0,11,6,G,,2M ( Cipó) - Manhã,2M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
