,Tipo da uva,Nome da uva,Ano,Kilogramas
546,BRANCAS E ROSADAS,Viognier,2013,247081
547,TIN,TINTAS,2014,29810706
548,TINTAS,Alicante Bouschet,2014,1456305
549,TINTAS,Ancelota,2014,937844
550,TINTAS,Arinarnoa,2014,56666
551,TINTAS,Aspirant Bouschet,2014,7091
552,TINTAS,Barbera,2014,19514
553,TINTAS,Cabernet Franc,2014,1894496
554,TINTAS,Cabernet Sauvignon,2014,8556337
555,TINTAS,Caladoc,2014,3300
556,TINTAS,Carmenere,2014,66632
557,TINTAS,Corvina,2014,1406
558,TINTAS,Egiodola,2014,911280
559,TINTAS,Ekigaina,2014,600
560,TINTAS,Freisa,2014,41403
561,TINTAS,Gamay St Romain,2014,11180
562,TINTAS,Gamay Beaujolais,2014,113038
563,TINTAS,Lagrein,2014,750
564,TINTAS,Lambrusco,2014,29890
565,TINTAS,Malbec,2014,616160
566,TINTAS,Marzemina,2014,4180
567,TINTAS,Merlot,2014,7846034
568,TINTAS,Marselan,2014,404323
569,TINTAS,Molinera,2014,1023
570,TINTAS,Montepulciano,2014,26280
571,TINTAS,Napa Gamay,2014,16380
572,TINTAS,Nebbiolo,2014,7223
573,TINTAS,Petit Verdot,2014,75010
574,TINTAS,Petite Sirah,2014,47834
575,TINTAS,Pinotage,2014,479202
576,TINTAS,Pinot Noir,2014,2592701
577,TINTAS,Pinot Saint George,2014,2480
578,TINTAS,Rebo,2014,13420
579,TINTAS,Refosco,2014,13240
580,TINTAS,Rondinella,2014,1053
581,TINTAS,Ruby Cabernet,2014,486527
582,TINTAS,Sangiovese,2014,122632
583,TINTAS,Tannat,2014,2644014
584,TINTAS,Tempranillo,2014,119398
585,TINTAS,Teroldego,2014,87820
586,TINTAS,Torrontes,2014,9580
587,TINTAS,Touriga Nacional,2014,86460
588,BRA,BRANCAS E ROSADAS,2014,35769155
589,BRANCAS E ROSADAS,Alvarinho,2014,16147
590,BRANCAS E ROSADAS,Arriloba,2014,31140
591,BRANCAS E ROSADAS,Chardonnay,2014,5821514
592,BRANCAS E ROSADAS,Chenin Blanc,2014,146760
593,BRANCAS E ROSADAS,Colombard,2014,563589
594,BRANCAS E ROSADAS,Flora,2014,45240
595,BRANCAS E ROSADAS,Gewurztraminer,2014,162083
596,BRANCAS E ROSADAS,Gros Manseng,2014,4830
597,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2014,40230
598,BRANCAS E ROSADAS,Malvasia Amarela,2014,149663
599,BRANCAS E ROSADAS,Malvasia Bianca,2014,414603
600,BRANCAS E ROSADAS,Malvasia Chianti,2014,7632
601,BRANCAS E ROSADAS,Malvasia Verde,2014,8825
602,BRANCAS E ROSADAS,Malvasia di Candia,2014,1888539
603,BRANCAS E ROSADAS,Moscato Branco,2014,12669980
604,BRANCAS E ROSADAS,Moscato Canelli,2014,85785
605,BRANCAS E ROSADAS,Moscato Giallo,2014,1742605
606,BRANCAS E ROSADAS,Moscato Nazareno,2014,886808
607,BRANCAS E ROSADAS,Moscato Bianco R2,2014,770265
608,BRANCAS E ROSADAS,Moscato de Alexandria,2014,160290
609,BRANCAS E ROSADAS,Peverella,2014,28452
610,BRANCAS E ROSADAS,Pinot Blanc,2014,5980
611,BRANCAS E ROSADAS,Pinot Gris,2014,118123
612,BRANCAS E ROSADAS,Prosecco,2014,3030347
613,BRANCAS E ROSADAS,Riesling Italico,2014,2705224
614,BRANCAS E ROSADAS,Riesling Renano,2014,94276
615,BRANCAS E ROSADAS,Sauvignon Blanc(2),2014,515939
616,BRANCAS E ROSADAS,Sauvignon Gris,2014,921
617,BRANCAS E ROSADAS,Semillon,2014,149939
618,BRANCAS E ROSADAS,Schonburger,2014,5194
619,BRANCAS E ROSADAS,Trebbiano,2014,3342859
620,BRANCAS E ROSADAS,Vermentino,2014,1890
621,BRANCAS E ROSADAS,Vernaccia,2014,4150
622,BRANCAS E ROSADAS,Viognier,2014,149333
623,TIN,TINTAS,2015,29935627
624,TINTAS,Alicante Bouschet,2015,1519576
625,TINTAS,Ancelota,2015,773526
626,TINTAS,Arinarnoa,2015,61817
627,TINTAS,Aspirant Bouschet,2015,8859
628,TINTAS,Barbera,2015,19980
629,TINTAS,Cabernet Franc,2015,1981004
630,TINTAS,Cabernet Sauvignon,2015,7426634
631,TINTAS,Caladoc,2015,4000
632,TINTAS,Carmenere,2015,134180
633,TINTAS,Corvina,2015,1397
634,TINTAS,Egiodola,2015,1053654
635,TINTAS,Ekigaina,2015,1090
636,TINTAS,Freisa,2015,24452
637,TINTAS,Gamay St Romain,2015,31935
638,TINTAS,Gamay Beaujolais,2015,121516
639,TINTAS,Lagrein,2015,1400
640,TINTAS,Lambrusco,2015,39990
641,TINTAS,Malbec,2015,624096
642,TINTAS,Marzemina,2015,750
643,TINTAS,Merlot,2015,8030882
644,TINTAS,Marselan,2015,411105
645,TINTAS,Molinera,2015,1080
646,TINTAS,Montepulciano,2015,25640
647,TINTAS,Napa Gamay,2015,8970
648,TINTAS,Nebbiolo,2015,12754
649,TINTAS,Petit Verdot,2015,135770
650,TINTAS,Petite Sirah,2015,48483
651,TINTAS,Pinotage,2015,560195
652,TINTAS,Pinot Noir,2015,3125882
653,TINTAS,Rebo,2015,22290
654,TINTAS,Refosco,2015,9310
655,TINTAS,Rondinella,2015,1110
656,TINTAS,Ruby Cabernet,2015,388019
657,TINTAS,Sangiovese,2015,135962
658,TINTAS,Tannat,2015,2761604
659,TINTAS,Tempranillo,2015,182579
660,TINTAS,Teroldego,2015,97455
661,TINTAS,Torrontes,2015,10070
662,TINTAS,Touriga Nacional,2015,136611
663,BRA,BRANCAS E ROSADAS,2015,40130577
664,BRANCAS E ROSADAS,Alvarinho,2015,9860
665,BRANCAS E ROSADAS,Arriloba,2015,34120
666,BRANCAS E ROSADAS,Chardonnay,2015,7253167
667,BRANCAS E ROSADAS,Chenin Blanc,2015,173321
668,BRANCAS E ROSADAS,Colombard,2015,512199
669,BRANCAS E ROSADAS,Flora,2015,25090
670,BRANCAS E ROSADAS,Gewurztraminer,2015,207303
671,BRANCAS E ROSADAS,Gros Manseng,2015,7410
672,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2015,37820
673,BRANCAS E ROSADAS,Maccabeo,2015,17670
674,BRANCAS E ROSADAS,Malvasia Amarela,2015,119930
675,BRANCAS E ROSADAS,Malvasia Bianca,2015,602081
676,BRANCAS E ROSADAS,Malvasia Verde,2015,5108
677,BRANCAS E ROSADAS,Malvasia di Candia,2015,2512864
678,BRANCAS E ROSADAS,Moscato Branco,2015,12788740
679,BRANCAS E ROSADAS,Moscato Canelli,2015,72462
680,BRANCAS E ROSADAS,Moscato Giallo,2015,1785956
681,BRANCAS E ROSADAS,Moscato Nazareno,2015,886075
682,BRANCAS E ROSADAS,Moscato Bianco R2,2015,863910
683,BRANCAS E ROSADAS,Moscato de Alexandria,2015,192945
684,BRANCAS E ROSADAS,Peverella,2015,40719
685,BRANCAS E ROSADAS,Pinot Blanc,2015,7218
686,BRANCAS E ROSADAS,Pinot Gris,2015,118118
687,BRANCAS E ROSADAS,Prosecco,2015,3319779
688,BRANCAS E ROSADAS,Riesling Italico,2015,3468606
689,BRANCAS E ROSADAS,Riesling Renano,2015,153605
690,BRANCAS E ROSADAS,Sauvignon Blanc(2),2015,614222
691,BRANCAS E ROSADAS,Sauvignon Gris,2015,1504
692,BRANCAS E ROSADAS,Semillon,2015,177672
693,BRANCAS E ROSADAS,Trebbiano,2015,3830336
694,BRANCAS E ROSADAS,Vermentino,2015,790
695,BRANCAS E ROSADAS,Vernaccia,2015,4760
696,BRANCAS E ROSADAS,Viognier,2015,285217
697,TIN,TINTAS,2016,13370866
698,TINTAS,Alicante Bouschet,2016,908841
699,TINTAS,Ancelota,2016,179028
700,TINTAS,Arinarnoa,2016,17691
701,TINTAS,Aspirant Bouschet,2016,12901
702,TINTAS,Barbera,2016,14738
703,TINTAS,Cabernet Franc,2016,820996
704,TINTAS,Cabernet Sauvignon,2016,3877852
705,TINTAS,Caladoc,2016,2180
706,TINTAS,Carmenere,2016,87402
707,TINTAS,Corvina,2016,419
708,TINTAS,Egiodola,2016,519874
709,TINTAS,Gamay Beaujolais,2016,45952
710,TINTAS,Lambrusco,2016,19784
711,TINTAS,Malbec,2016,267885
712,TINTAS,Merlot,2016,3286035
713,TINTAS,Marselan,2016,205095
714,TINTAS,Molinera,2016,324
715,TINTAS,Montepulciano,2016,13330
716,TINTAS,Nebbiolo,2016,3117
717,TINTAS,Petit Verdot,2016,116266
718,TINTAS,Petite Sirah,2016,24564
719,TINTAS,Pinotage,2016,119773
720,TINTAS,Pinot Noir,2016,1279105
721,TINTAS,Rebo,2016,12470
722,TINTAS,Refosco,2016,3260
723,TINTAS,Rondinella,2016,333
724,TINTAS,Ruby Cabernet,2016,220231
725,TINTAS,Sangiovese,2016,26601
726,TINTAS,Tannat,2016,985207
727,TINTAS,Tempranillo,2016,210551
728,TINTAS,Teroldego,2016,34019
729,TINTAS,Torrontes,2016,1490
730,TINTAS,Touriga Nacional,2016,53552
731,BRA,BRANCAS E ROSADAS,2016,18769366
732,BRANCAS E ROSADAS,Alvarinho,2016,16369
733,BRANCAS E ROSADAS,Arriloba,2016,17070
734,BRANCAS E ROSADAS,Chardonnay,2016,3070142
735,BRANCAS E ROSADAS,Chenin Blanc,2016,60580
736,BRANCAS E ROSADAS,Colombard,2016,201659
737,BRANCAS E ROSADAS,Flora,2016,1050
738,BRANCAS E ROSADAS,Gewurztraminer,2016,85385
739,BRANCAS E ROSADAS,Malvasia Amarela,2016,10100
740,BRANCAS E ROSADAS,Malvasia Bianca,2016,217177
741,BRANCAS E ROSADAS,Malvasia Chianti,2016,1314
742,BRANCAS E ROSADAS,Malvasia Verde,2016,2460
743,BRANCAS E ROSADAS,Malvasia di Candia,2016,1268750
744,BRANCAS E ROSADAS,Moscato Branco,2016,6068181
745,BRANCAS E ROSADAS,Moscato Canelli,2016,30378
746,BRANCAS E ROSADAS,Moscato Giallo,2016,813952
747,BRANCAS E ROSADAS,Moscato Nazareno,2016,361638
748,BRANCAS E ROSADAS,Moscato Bianco R2,2016,257647
749,BRANCAS E ROSADAS,Moscato de Alexandria,2016,53037
750,BRANCAS E ROSADAS,Peverella,2016,5557
751,BRANCAS E ROSADAS,Pinot Gris,2016,67394
752,BRANCAS E ROSADAS,Prosecco,2016,1873735
753,BRANCAS E ROSADAS,Riesling Italico,2016,1697248
754,BRANCAS E ROSADAS,Riesling Renano,2016,53550
755,BRANCAS E ROSADAS,Sauvignon Blanc(2),2016,295942
756,BRANCAS E ROSADAS,Semillon,2016,57635
757,BRANCAS E ROSADAS,Trebbiano,2016,2083491
758,BRANCAS E ROSADAS,Trebbiano Toscano,2016,2694
759,BRANCAS E ROSADAS,Viognier,2016,95231
760,TIN,TINTAS,2017,32850915
761,TINTAS,Alicante Bouschet,2017,2040198
762,TINTAS,Ancelota,2017,733907
763,TINTAS,Arinarnoa,2017,69757
764,TINTAS,Aspirant Bouschet,2017,18086
765,TINTAS,Barbera,2017,24218
766,TINTAS,Cabernet Franc,2017,2116893
767,TINTAS,Cabernet Sauvignon,2017,7242258
768,TINTAS,Caladoc,2017,8500
769,TINTAS,Carmenere,2017,69275
770,TINTAS,Corvina,2017,1890
771,TINTAS,Cinsaut,2017,3430
772,TINTAS,Egiodola,2017,1567341
773,TINTAS,Ekigaina,2017,1340
774,TINTAS,Freisa,2017,22610
775,TINTAS,Gamay St Romain,2017,12835
776,TINTAS,Gamay Beaujolais,2017,150331
777,TINTAS,Lagrein,2017,1430
778,TINTAS,Lambrusco,2017,61779
779,TINTAS,Malbec,2017,740327
780,TINTAS,Merlot,2017,8309646
781,TINTAS,Marselan,2017,385945
782,TINTAS,Molinera,2017,1480
783,TINTAS,Montepulciano,2017,28008
784,TINTAS,Nebbiolo,2017,5494
785,TINTAS,Petit Verdot,2017,230640
786,TINTAS,Petite Sirah,2017,92818
787,TINTAS,Pinotage,2017,474105
788,TINTAS,Pinot Noir,2017,3676000
789,TINTAS,Rebo,2017,44440
790,TINTAS,Refosco,2017,5240
791,TINTAS,Rondinella,2017,1899
792,TINTAS,Ruby Cabernet,2017,382994
793,TINTAS,Sangiovese,2017,89404
794,TINTAS,Tannat,2017,3668851
795,TINTAS,Tempranillo,2017,357637
796,TINTAS,Teroldego,2017,87034
797,TINTAS,Torrontes,2017,14630
798,TINTAS,Touriga Nacional,2017,108245
799,BRA,BRANCAS E ROSADAS,2017,44058213
800,BRANCAS E ROSADAS,Alvarinho,2017,41225
801,BRANCAS E ROSADAS,Arriloba,2017,5280
802,BRANCAS E ROSADAS,Chardonnay,2017,7856910
803,BRANCAS E ROSADAS,Chenin Blanc,2017,266524
804,BRANCAS E ROSADAS,Colombard,2017,535573
805,BRANCAS E ROSADAS,Flora,2017,5810
806,BRANCAS E ROSADAS,Gewurztraminer,2017,223350
807,BRANCAS E ROSADAS,Gros Manseng,2017,5680
808,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2017,180
809,BRANCAS E ROSADAS,Malvasia Amarela,2017,44445
810,BRANCAS E ROSADAS,Malvasia Bianca,2017,629101
811,BRANCAS E ROSADAS,Malvasia Verde,2017,10457
812,BRANCAS E ROSADAS,Malvasia di Candia,2017,2785543
813,BRANCAS E ROSADAS,Moscato Branco,2017,14475142
814,BRANCAS E ROSADAS,Moscato Canelli,2017,57083
815,BRANCAS E ROSADAS,Moscato Giallo,2017,2091933
816,BRANCAS E ROSADAS,Moscato Nazareno,2017,890655
817,BRANCAS E ROSADAS,Moscato Bianco R2,2017,868260
818,BRANCAS E ROSADAS,Moscato de Alexandria,2017,115910
819,BRANCAS E ROSADAS,Peverella,2017,16350
820,BRANCAS E ROSADAS,Pinot Gris,2017,165697
821,BRANCAS E ROSADAS,Prosecco,2017,3342655
822,BRANCAS E ROSADAS,Riesling Italico,2017,4283929
823,BRANCAS E ROSADAS,Riesling Renano,2017,105100
824,BRANCAS E ROSADAS,Sauvignon Blanc(2),2017,677028
825,BRANCAS E ROSADAS,Semillon,2017,188211
826,BRANCAS E ROSADAS,Schonburger,2017,7454
827,BRANCAS E ROSADAS,Trebbiano,2017,3892478
828,BRANCAS E ROSADAS,Trebbiano Toscano,2017,100047
829,BRANCAS E ROSADAS,Vernaccia,2017,5100
830,BRANCAS E ROSADAS,Viognier,2017,365103
831,TIN,TINTAS,2018,26868514
832,TINTAS,Alicante Bouschet,2018,2103844
833,TINTAS,Ancelota,2018,492106
834,TINTAS,Arinarnoa,2018,44775
835,TINTAS,Aspirant Bouschet,2018,12830
836,TINTAS,Barbera,2018,21863
837,TINTAS,Cabernet Franc,2018,1524191
838,TINTAS,Cabernet Sauvignon,2018,6004627
839,TINTAS,Caladoc,2018,4740
840,TINTAS,Carmenere,2018,241808
841,TINTAS,Egiodola,2018,1047960
842,TINTAS,Ekigaina,2018,2070
843,TINTAS,Freisa,2018,14020
844,TINTAS,Gamay St Romain,2018,12675
845,TINTAS,Gamay Beaujolais,2018,152384
846,TINTAS,Lagrein,2018,2700
847,TINTAS,Lambrusco,2018,44511
848,TINTAS,Malbec,2018,628780
849,TINTAS,Merlot,2018,6257492
850,TINTAS,Marselan,2018,384278
851,TINTAS,Molinera,2018,1900
852,TINTAS,Montepulciano,2018,23306
853,TINTAS,Moscato Bailey,2018,152136
854,TINTAS,Nebbiolo,2018,9236
855,TINTAS,Petit Verdot,2018,83552
856,TINTAS,Petite Sirah,2018,110361
857,TINTAS,Pinotage,2018,398794
858,TINTAS,Pinot Noir,2018,3240209
859,TINTAS,Rebo,2018,94480
860,TINTAS,Refosco,2018,7320
861,TINTAS,Rondinella,2018,1990
862,TINTAS,Ruby Cabernet,2018,248992
863,TINTAS,Sangiovese,2018,63832
864,TINTAS,Tannat,2018,2940306
865,TINTAS,Tempranillo,2018,278456
866,TINTAS,Teroldego,2018,77625
867,TINTAS,Torrontes,2018,16350
868,TINTAS,Touriga Nacional,2018,122015
869,BRA,BRANCAS E ROSADAS,2018,38722156
870,BRANCAS E ROSADAS,Alvarinho,2018,32647
871,BRANCAS E ROSADAS,Arriloba,2018,2580
872,BRANCAS E ROSADAS,Chardonnay,2018,6068902
873,BRANCAS E ROSADAS,Chenin Blanc,2018,387360
874,BRANCAS E ROSADAS,Colombard,2018,522866
875,BRANCAS E ROSADAS,Flora,2018,2060
876,BRANCAS E ROSADAS,Gewurztraminer,2018,208171
877,BRANCAS E ROSADAS,Gros Manseng,2018,2430
878,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2018,2942
879,BRANCAS E ROSADAS,Malvasia Amarela,2018,52936
880,BRANCAS E ROSADAS,Malvasia Bianca,2018,574521
881,BRANCAS E ROSADAS,Malvasia Verde,2018,15220
882,BRANCAS E ROSADAS,Malvasia di Candia,2018,2557871
883,BRANCAS E ROSADAS,Moscato Branco,2018,11202231
884,BRANCAS E ROSADAS,Moscato Canelli,2018,121008
885,BRANCAS E ROSADAS,Moscato Giallo,2018,1590531
886,BRANCAS E ROSADAS,Moscato Nazareno,2018,639810
887,BRANCAS E ROSADAS,Moscato Bianco R2,2018,867445
888,BRANCAS E ROSADAS,Moscato de Alexandria,2018,95647
889,BRANCAS E ROSADAS,Muscat à Petits Grains,2018,3000
890,BRANCAS E ROSADAS,Petit Manseng,2018,1430
891,BRANCAS E ROSADAS,Peverella,2018,33439
892,BRANCAS E ROSADAS,Pinot Blanc,2018,17028
893,BRANCAS E ROSADAS,Pinot Gris,2018,98728
894,BRANCAS E ROSADAS,Prosecco,2018,4018371
895,BRANCAS E ROSADAS,Riesling Italico,2018,3724926
896,BRANCAS E ROSADAS,Riesling Renano,2018,121020
897,BRANCAS E ROSADAS,Sauvignon Blanc(2),2018,517760
898,BRANCAS E ROSADAS,Semillon,2018,225952
899,BRANCAS E ROSADAS,Schonburger,2018,14354
900,BRANCAS E ROSADAS,Trebbiano,2018,4504485
901,BRANCAS E ROSADAS,Trebbiano Toscano,2018,18110
902,BRANCAS E ROSADAS,Verdelho,2018,1800
903,BRANCAS E ROSADAS,Vernaccia,2018,4020
904,BRANCAS E ROSADAS,Viognier,2018,470555
905,TIN,TINTAS,2019,0
906,TINTAS,Alicante Bouschet,2019,0
907,TINTAS,Ancelota,2019,0
908,TINTAS,Aramon,2019,0
909,TINTAS,Alfrocheiro,2019,0
910,TINTAS,Arinarnoa,2019,0
911,TINTAS,Aspirant Bouschet,2019,0
912,TINTAS,Barbera,2019,0
913,TINTAS,Bonarda,2019,0
914,TINTAS,Cabernet Franc,2019,0
915,TINTAS,Cabernet Sauvignon,2019,0
916,TINTAS,Caladoc,2019,0
917,TINTAS,Campanario,2019,0
918,TINTAS,Canaiolo,2019,0
919,TINTAS,Carignan,2019,0
920,TINTAS,Carmenere,2019,0
921,TINTAS,Castelão,2019,0
922,TINTAS,Corvina,2019,0
923,TINTAS,Croatina,2019,0
924,TINTAS,Cinsaut,2019,0
925,TINTAS,Dom Felder,2019,0
926,TINTAS,Dolcetto,2019,0
927,TINTAS,Durif,2019,0
928,TINTAS,Egiodola,2019,0
929,TINTAS,Ekigaina,2019,0
930,TINTAS,Festival (Sugraone),2019,0
931,TINTAS,Franconia,2019,0
932,TINTAS,Freisa,2019,0
933,TINTAS,Gamay St Romain,2019,0
934,TINTAS,Gamay Beaujolais,2019,0
935,TINTAS,Grand Noir,2019,0
936,TINTAS,Grenache,2019,0
937,TINTAS,Jaen,2019,0
938,TINTAS,Lagrein,2019,0
939,TINTAS,Lambrusco,2019,0
940,TINTAS,Malbec,2019,0
941,TINTAS,Marzemina,2019,0
942,TINTAS,Merlot,2019,0
943,TINTAS,Marselan,2019,0
944,TINTAS,Molinera,2019,0
945,TINTAS,Montepulciano,2019,0
946,TINTAS,Moscato Bailey,2019,0
947,TINTAS,Napa Gamay,2019,0
948,TINTAS,Nebbiolo,2019,0
949,TINTAS,Petit Verdot,2019,0
950,TINTAS,Petite Sirah,2019,0
951,TINTAS,Pinotage,2019,0
952,TINTAS,Pinot Noir,2019,0
953,TINTAS,Pinot Saint George,2019,0
954,TINTAS,Piriquita,2019,0
955,TINTAS,Rebo,2019,0
956,TINTAS,Refosco,2019,0
957,TINTAS,Rondinella,2019,0
958,TINTAS,Ruby Cabernet,2019,0
959,TINTAS,Sangiovese,2019,0
960,TINTAS,Sira (falsa),2019,0
961,TINTAS,Tannat,2019,0
962,TINTAS,Tempranillo,2019,0
963,TINTAS,Teroldego,2019,0
964,TINTAS,Torrontes,2019,0
965,TINTAS,Tinta Barroca,2019,0
966,TINTAS,Touriga Francesa,2019,0
967,TINTAS,Touriga Nacional,2019,0
968,TINTAS,Tinta Madeira,2019,0
969,TINTAS,Tintoria,2019,0
970,TINTAS,Trincdeira,2019,0
971,TINTAS,Trousseau,2019,0
972,TINTAS,Zinfandel,2019,0
973,TINTAS,Outras1,2019,0
974,BRA,BRANCAS E ROSADAS,2019,0
975,BRANCAS E ROSADAS,Aliatico,2019,0
976,BRANCAS E ROSADAS,Aligote,2019,0
977,BRANCAS E ROSADAS,Altesse,2019,0
978,BRANCAS E ROSADAS,Alvarinho,2019,0
979,BRANCAS E ROSADAS,Arriloba,2019,0
980,BRANCAS E ROSADAS,Auxerrois,2019,0
981,BRANCAS E ROSADAS,Burger,2019,0
982,BRANCAS E ROSADAS,Chardonnay,2019,0
983,BRANCAS E ROSADAS,Chasselas,2019,0
984,BRANCAS E ROSADAS,Chenin Blanc,2019,0
985,BRANCAS E ROSADAS,Clairette(1),2019,0
986,BRANCAS E ROSADAS,Colombard,2019,0
987,BRANCAS E ROSADAS,Flora,2019,0
988,BRANCAS E ROSADAS,Garganega,2019,0
989,BRANCAS E ROSADAS,Gewurztraminer,2019,0
990,BRANCAS E ROSADAS,Gouveio,2019,0
991,BRANCAS E ROSADAS,Gros Manseng,2019,0
992,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2019,0
993,BRANCAS E ROSADAS,Maccabeo,2019,0
994,BRANCAS E ROSADAS,Malvasia,2019,0
995,BRANCAS E ROSADAS,Malvasia Amarela,2019,0
996,BRANCAS E ROSADAS,Malvasia Bianca,2019,0
997,BRANCAS E ROSADAS,Malvasia Chianti,2019,0
998,BRANCAS E ROSADAS,Malvasia Verde,2019,0
999,BRANCAS E ROSADAS,Malvasia di Candia,2019,0
1000,BRANCAS E ROSADAS,Malvasia Istriana,2019,0
1001,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,2019,0
1002,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,2019,0
1003,BRANCAS E ROSADAS,Moscato Branco,2019,0
1004,BRANCAS E ROSADAS,Moscato Canelli,2019,0
1005,BRANCAS E ROSADAS,Moscato Giallo,2019,0
1006,BRANCAS E ROSADAS,Moscato Nazareno,2019,0
1007,BRANCAS E ROSADAS,Moscato Bianco R2,2019,0
1008,BRANCAS E ROSADAS,Moscato de Alexandria,2019,0
1009,BRANCAS E ROSADAS,Moscato Rosado,2019,0
1010,BRANCAS E ROSADAS,Muscat à Petits Grains,2019,0
1011,BRANCAS E ROSADAS,Muller Thurgau,2019,0
1012,BRANCAS E ROSADAS,Muscadelle,2019,0
1013,BRANCAS E ROSADAS,Ora,2019,0
1014,BRANCAS E ROSADAS,Palomino,2019,0
1015,BRANCAS E ROSADAS,Petit Manseng,2019,0
1016,BRANCAS E ROSADAS,Peverella,2019,0
1017,BRANCAS E ROSADAS,Pinot Blanc,2019,0
1018,BRANCAS E ROSADAS,Pinot Gris,2019,0
1019,BRANCAS E ROSADAS,Prosecco,2019,0
1020,BRANCAS E ROSADAS,Red Veltliner,2019,0
1021,BRANCAS E ROSADAS,Riesling Italico,2019,0
1022,BRANCAS E ROSADAS,Riesling Renano,2019,0
1023,BRANCAS E ROSADAS,Sauvignon Blanc(2),2019,0
1024,BRANCAS E ROSADAS,Sauvignon Gris,2019,0
1025,BRANCAS E ROSADAS,Seara Nova,2019,0
1026,BRANCAS E ROSADAS,Semillon,2019,0
1027,BRANCAS E ROSADAS,Schonburger,2019,0
1028,BRANCAS E ROSADAS,Sylvaner,2019,0
1029,BRANCAS E ROSADAS,Tocai Friulano,2019,0
1030,BRANCAS E ROSADAS,Trebbiano,2019,0
1031,BRANCAS E ROSADAS,Trebbiano Toscano,2019,0
1032,BRANCAS E ROSADAS,Verdea,2019,0
1033,BRANCAS E ROSADAS,Verdelho,2019,0
1034,BRANCAS E ROSADAS,Verdiso,2019,0
1035,BRANCAS E ROSADAS,Vermentino,2019,0
1036,BRANCAS E ROSADAS,Vernaccia,2019,0
1037,BRANCAS E ROSADAS,Viognier,2019,0
1038,BRANCAS E ROSADAS,Outras(3),2019,0
1039,TIN,TINTAS,2020,28003505
1040,TINTAS,Alicante Bouschet,2020,2272985
1041,TINTAS,Ancelota,2020,481402
1042,TINTAS,Arinarnoa,2020,90860
1043,TINTAS,Aspirant Bouschet,2020,34513
1044,TINTAS,Barbera,2020,12349
1045,TINTAS,Cabernet Franc,2020,1506219
1046,TINTAS,Cabernet Sauvignon,2020,5889427
1047,TINTAS,Caladoc,2020,5230
1048,TINTAS,Carmenere,2020,184268
1049,TINTAS,Corvina,2020,2220
1050,TINTAS,Egiodola,2020,1067591
1051,TINTAS,Ekigaina,2020,1990
1052,TINTAS,Freisa,2020,25330
1053,TINTAS,Gamay Beaujolais,2020,143278
1054,TINTAS,Grenache,2020,1130
1055,TINTAS,Lagrein,2020,3020
1056,TINTAS,Lambrusco,2020,29320
1057,TINTAS,Malbec,2020,493966
1058,TINTAS,Merlot,2020,6010486
1059,TINTAS,Marselan,2020,449156
1060,TINTAS,Molinera,2020,2198
1061,TINTAS,Montepulciano,2020,22968
1062,TINTAS,Moscato Bailey,2020,206348
1063,TINTAS,Nebbiolo,2020,8642
1064,TINTAS,Petit Verdot,2020,228503
1065,TINTAS,Petite Sirah,2020,174949
1066,TINTAS,Pinotage,2020,302532
1067,TINTAS,Pinot Noir,2020,3588106
1068,TINTAS,Rebo,2020,177172
1069,TINTAS,Rondinella,2020,2340
1070,TINTAS,Ruby Cabernet,2020,218783
1071,TINTAS,Sangiovese,2020,85292
1072,TINTAS,Tannat,2020,3571972
1073,TINTAS,Tempranillo,2020,442330
1074,TINTAS,Teroldego,2020,106764
1075,TINTAS,Torrontes,2020,9700
1076,TINTAS,Touriga Nacional,2020,150166
1077,BRA,BRANCAS E ROSADAS,2020,41004206
1078,BRANCAS E ROSADAS,Alvarinho,2020,46574
1079,BRANCAS E ROSADAS,Arriloba,2020,2940
1080,BRANCAS E ROSADAS,Chardonnay,2020,6514864
1081,BRANCAS E ROSADAS,Chenin Blanc,2020,465377
1082,BRANCAS E ROSADAS,Colombard,2020,467614
1083,BRANCAS E ROSADAS,Garganega,2020,540
1084,BRANCAS E ROSADAS,Gewurztraminer,2020,192058
1085,BRANCAS E ROSADAS,Gros Manseng,2020,6296
1086,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2020,200
1087,BRANCAS E ROSADAS,Malvasia Amarela,2020,24440
1088,BRANCAS E ROSADAS,Malvasia Bianca,2020,494343
1089,BRANCAS E ROSADAS,Malvasia Verde,2020,26597
1090,BRANCAS E ROSADAS,Malvasia di Candia,2020,3389071
1091,BRANCAS E ROSADAS,Malvasia Istriana,2020,1090
1092,BRANCAS E ROSADAS,Moscato Branco,2020,11868851
1093,BRANCAS E ROSADAS,Moscato Canelli,2020,138482
1094,BRANCAS E ROSADAS,Moscato Giallo,2020,1597829
1095,BRANCAS E ROSADAS,Moscato Nazareno,2020,554762
1096,BRANCAS E ROSADAS,Moscato Bianco R2,2020,864917
1097,BRANCAS E ROSADAS,Moscato de Alexandria,2020,153442
1098,BRANCAS E ROSADAS,Moscato Rosado,2020,500
