,data,pais_origem,continente_destino,pais_destino,litro,valor_usd,valor_real,real_projecao
342,2016-01-01,Brasil,Europa,Bélgica,7200,46534,162093.14288207173,real
343,2016-01-01,Brasil,América do Norte,Canadá,13711,71096,247650.62290677291,real
344,2016-01-01,Brasil,Ásia,China,134106,499622,1740346.8481760956,real
345,2016-01-01,Brasil,Ásia,Cingapura,5445,13199,45976.43428247012,real
346,2016-01-01,Brasil,Ásia,"Coreia, Republica Sul",8,20,69.66654183266932,real
347,2016-01-01,Brasil,América do Norte,Cuba,63741,69830,243240.73080876496,real
348,2016-01-01,Brasil,Europa,Dinamarca,1278,8171,28462.265665737053,real
349,2016-01-01,Brasil,Ásia,Emirados Arabes Unidos,585,2760,9613.982772908366,real
350,2016-01-01,Brasil,América do Norte,Estados Unidos,258072,687411,2394477.3593868525,real
351,2016-01-01,Brasil,Europa,Estônia,900,4800,16719.97003984064,real
352,2016-01-01,Brasil,Europa,Finlândia,7617,41003,142826.86073824702,real
353,2016-01-01,Brasil,Europa,França,6037,30055,104691.39573904383,real
354,2016-01-01,Brasil,Ásia,Hong Kong,6975,86199,300259.31197171315,real
355,2016-01-01,Brasil,Europa,Itália,585,3465,12069.72837250996,real
356,2016-01-01,Brasil,Ásia,Japão,34341,90954,316822.5322924303,real
357,2016-01-01,Brasil,Europa,Luxemburgo,2759,21426,74633.76626533865,real
358,2016-01-01,Brasil,Oceania,Nova Zelândia,504,9472,32994.07421195219,real
359,2016-01-01,Brasil,América do Sul,Paraguai,985739,1655417,5766358.884050597,real
360,2016-01-01,Brasil,Europa,Países Baixos,42953,190203,662539.2628099602,real
361,2016-01-01,Brasil,Europa,Polônia,11457,35402,123316.74569800797,real
362,2016-01-01,Brasil,Europa,Reino Unido,117044,536681,1869435.4668649402,real
363,2016-01-01,Brasil,América do Sul,Suriname,900,1375,4789.574750996016,real
364,2016-01-01,Brasil,Europa,Suécia,291,1214,4228.759089243028,real
365,2016-01-01,Brasil,Europa,Suíça,4230,33340,116134.12523505976,real
366,2016-01-01,Brasil,Ásia,Taiwan (FORMOSA),16967,80379,279986.3482984064,real
367,2016-01-01,Brasil,Europa,"Tcheca, República",3837,28473,99180.77228007968,real
368,2016-01-01,Brasil,Europa,Áustria,675,5220,18182.967418326694,real
369,2017-01-01,Brasil,Europa,"Alemanha, República Democrática",15467,87702,279992.6150506024,real
370,2017-01-01,Brasil,África,Angola,10170,61680,196916.19913253014,real
371,2017-01-01,Brasil,América Central,Antilhas Holandesas,5400,8550,27296.26301204819,real
372,2017-01-01,Brasil,Oceania,Austrália,1350,7500,23944.090361445782,real
373,2017-01-01,Brasil,América do Sul,Bolívia,9495,23085,73699.91013253012,real
374,2017-01-01,Brasil,Europa,Bulgária,117,1579,5041.029157429719,real
375,2017-01-01,Brasil,Europa,Bélgica,2790,16405,52373.70698393574,real
376,2017-01-01,Brasil,África,Camarões,1749,7476,23867.469272289156,real
377,2017-01-01,Brasil,América do Norte,Canadá,6075,30658,97877.0563068273,real
378,2017-01-01,Brasil,Ásia,Catar,13338,81606,260530.85840481927,real
379,2017-01-01,Brasil,Ásia,China,67594,266086,849491.630388755,real
380,2017-01-01,Brasil,América do Norte,Cuba,62791,72229,230594.360362249,real
381,2017-01-01,Brasil,América Central,Curaçao,12340,23011,73463.66177429719,real
382,2017-01-01,Brasil,Europa,Dinamarca,581,2829,9031.71088433735,real
383,2017-01-01,Brasil,Ásia,Emirados Arabes Unidos,675,3302,10541.784849799196,real
384,2017-01-01,Brasil,América do Norte,Estados Unidos,132688,1523699,4864478.205285944,real
385,2017-01-01,Brasil,Europa,França,4253,21654,69131.37769156626,real
386,2017-01-01,Brasil,África,Guine Bissau,48,90,287.3290843373494,real
387,2017-01-01,Brasil,África,Guine Equatorial,2639,30563,97573.76449558233,real
388,2017-01-01,Brasil,Ásia,Hong Kong,1934,8180,26115.021220883533,real
389,2017-01-01,Brasil,Europa,Itália,468,2248,7176.842017670683,real
390,2017-01-01,Brasil,Ásia,Japão,33909,92886,296542.77030843374,real
391,2017-01-01,Brasil,Europa,Letônia,387,3723,11885.846455421686,real
392,2017-01-01,Brasil,Europa,Luxemburgo,2719,21947,70066.79348835342,real
393,2017-01-01,Brasil,América do Norte,México,664,2292,7317.314014457831,real
394,2017-01-01,Brasil,Oceania,Nova Zelândia,1678,8140,25987.31940562249,real
395,2017-01-01,Brasil,América do Sul,Paraguai,2393468,4274650,13647014.115140563,real
396,2017-01-01,Brasil,Europa,Reino Unido,60711,242883,775414.9999012048,real
397,2017-01-01,Brasil,América do Sul,Suriname,3690,5638,17999.570861044176,real
398,2017-01-01,Brasil,Europa,Suécia,15445,64953,207365.40016626506,real
399,2017-01-01,Brasil,Europa,Suíça,6525,74816,238853.47526425702,real
400,2017-01-01,Brasil,Ásia,Taiwan (FORMOSA),14988,43954,140325.1396995984,real
401,2017-01-01,Brasil,Europa,"Tcheca, República",2746,16947,54104.066580722894,real
402,2017-01-01,Brasil,América do Sul,Venezuela,680,2646,8447.475079518072,real
403,2018-01-01,Brasil,Europa,"Alemanha, República Democrática",10794,45382,165906.8076408,real
404,2018-01-01,Brasil,África,Angola,477,709,2591.9511396,real
405,2018-01-01,Brasil,América Central,Antígua e Barbuda,37,191,698.2548204,real
406,2018-01-01,Brasil,América do Sul,Argentina,15711,59150,216239.64726,real
407,2018-01-01,Brasil,Oceania,Austrália,2055,6902,25232.2239288,real
408,2018-01-01,Brasil,América do Norte,Bahamas,141,634,2317.7673096,real
409,2018-01-01,Brasil,América do Sul,Bolívia,21566,57424,209929.7633856,real
410,2018-01-01,Brasil,Europa,Bélgica,7497,52799,193021.76053559998,real
411,2018-01-01,Brasil,África,Cabo Verde,18,48,175.4776512,real
412,2018-01-01,Brasil,América do Norte,Canadá,5308,20414,74629.1827416,real
413,2018-01-01,Brasil,América do Norte,"Cayman, Ilhas",19,203,742.1242331999999,real
414,2018-01-01,Brasil,América do Sul,Chile,11049,42832,156584.5574208,real
415,2018-01-01,Brasil,Ásia,China,30835,126336,461857.1779584,real
416,2018-01-01,Brasil,Europa,Chipre,279,480,1754.776512,real
417,2018-01-01,Brasil,Ásia,Cingapura,3298,11616,42465.5915904,real
418,2018-01-01,Brasil,América do Sul,Colômbia,6944,26273,96048.4235412,real
419,2018-01-01,Brasil,Ásia,"Coreia, Republica Sul",120,109,398.4804996,real
420,2018-01-01,Brasil,América do Norte,Cuba,4776,5584,20413.9000896,real
421,2018-01-01,Brasil,América Central,Curaçao,23930,43676,159670.0394544,real
422,2018-01-01,Brasil,Ásia,Emirados Arabes Unidos,360,1762,6441.4921128,real
423,2018-01-01,Brasil,Europa,Espanha,6123,22631,82734.0567564,real
424,2018-01-01,Brasil,América do Norte,Estados Unidos,169109,512519,1873658.9649036,real
425,2018-01-01,Brasil,Ásia,Filipinas,9608,16205,59241.986202,real
426,2018-01-01,Brasil,Europa,França,11077,48677,177952.61723879998,real
427,2018-01-01,Brasil,África,Gana,9000,13502,49360.4009688,real
428,2018-01-01,Brasil,Europa,Grécia,232,730,2668.722612,real
429,2018-01-01,Brasil,África,Guine Equatorial,8389,26808,98004.2681952,real
430,2018-01-01,Brasil,América do Norte,Haiti,79500,144425,527986.66197,real
431,2018-01-01,Brasil,Ásia,Hong Kong,1742,9029,33008.077347599996,real
432,2018-01-01,Brasil,Europa,Irlanda,7560,25767,94198.5966348,real
433,2018-01-01,Brasil,Europa,Itália,3661,13260,48475.701144,real
434,2018-01-01,Brasil,Ásia,Japão,36992,112342,410698.13106479996,real
435,2018-01-01,Brasil,África,Libéria,658,3100,11332.93164,real
436,2018-01-01,Brasil,Europa,Luxemburgo,1778,11053,40407.3849732,real
437,2018-01-01,Brasil,Europa,Malta,503,1192,4357.6950048,real
438,2018-01-01,Brasil,Ásia,Malásia,15,33,120.6408852,real
439,2018-01-01,Brasil,Oceania,"Marshall, Ilhas",923,2436,8905.4907984,real
440,2018-01-01,Brasil,América do Norte,México,2748,9744,35621.9631936,real
441,2018-01-01,Brasil,África,Nigéria,5175,6250,22848.6525,real
442,2018-01-01,Brasil,Europa,Noruega,1295,9847,35998.5089868,real
443,2018-01-01,Brasil,Oceania,Nova Zelândia,969,5565,20344.440186,real
444,2018-01-01,Brasil,América Central,Panamá,1183,3117,11395.079974799999,real
445,2018-01-01,Brasil,América do Sul,Paraguai,3234168,5494321,20086053.0003924,real
446,2018-01-01,Brasil,Europa,Países Baixos,9451,32395,118429.13563799999,real
447,2018-01-01,Brasil,América do Sul,Peru,5193,19372,70819.8553968,real
448,2018-01-01,Brasil,Europa,Polônia,720,4679,17105.4152076,real
449,2018-01-01,Brasil,África,Quênia,6771,31225,114151.86789,real
450,2018-01-01,Brasil,Europa,Reino Unido,67708,296827,1085135.5160987999,real
451,2018-01-01,Brasil,Europa,Suécia,8062,34563,126354.8762172,real
452,2018-01-01,Brasil,África,São Tomé e Príncipe,2184,2357,8616.6838308,real
453,2018-01-01,Brasil,Ásia,Tailândia,8,45,164.510298,real
454,2018-01-01,Brasil,Ásia,Taiwan (FORMOSA),7589,18421,67343.2044324,real
455,2018-01-01,Brasil,Europa,"Tcheca, República",2712,20980,76698.356712,real
456,2018-01-01,Brasil,Ásia,Turquia,360,150,548.36766,real
457,2018-01-01,Brasil,América do Sul,Uruguai,7711,29617,108273.36657479999,real
458,2018-01-01,Brasil,América do Sul,Venezuela,71,355,1297.803462,real
459,2019-01-01,Brasil,Europa,"Alemanha, República Democrática",3660,25467,100495.80180237154,real
460,2019-01-01,Brasil,África,Angola,345,1065,4202.61628458498,real
461,2019-01-01,Brasil,América Central,Antígua e Barbuda,219,1549,6112.537675889328,real
462,2019-01-01,Brasil,Oceania,Austrália,1161,4682,18475.727177865614,real
463,2019-01-01,Brasil,América do Norte,Bahamas,791,3124,12327.67443478261,real
464,2019-01-01,Brasil,América Central,Barbados,36,394,1554.770719367589,real
465,2019-01-01,Brasil,Ásia,Barein,482,2144,8460.478229249013,real
466,2019-01-01,Brasil,América Central,Belice,9,29,114.43743873517788,real
467,2019-01-01,Brasil,África,Benin,9,9,35.51506719367589,real
468,2019-01-01,Brasil,Europa,Bélgica,2498,12548,49515.89590513834,real
469,2019-01-01,Brasil,América do Norte,Canadá,1589,6933,27358.44009486166,real
470,2019-01-01,Brasil,América do Norte,"Cayman, Ilhas",19,106,418.2885691699605,real
471,2019-01-01,Brasil,Ásia,China,129852,376828,1487007.9711620554,real
472,2019-01-01,Brasil,Europa,Chipre,672,1843,7272.696537549407,real
473,2019-01-01,Brasil,Ásia,Cingapura,5044,19099,75366.91870355731,real
474,2019-01-01,Brasil,América do Sul,Colômbia,897,1999,7888.291035573123,real
475,2019-01-01,Brasil,Ásia,"Coreia, Republica Sul",70,194,765.5470039525692,real
476,2019-01-01,Brasil,América Central,Curaçao,33951,62067,244923.74172332018,real
477,2019-01-01,Brasil,Europa,Dinamarca,240,306,1207.5122845849803,real
478,2019-01-01,Brasil,Ásia,Emirados Arabes Unidos,450,2202,8689.353106719369,real
479,2019-01-01,Brasil,América do Sul,Equador,2,3,11.838355731225297,real
480,2019-01-01,Brasil,Europa,Espanha,3540,1353,5339.098434782609,real
481,2019-01-01,Brasil,América do Norte,Estados Unidos,209765,616274,2431890.2799683795,real
482,2019-01-01,Brasil,Ásia,Filipinas,736,2486,9810.050782608696,real
483,2019-01-01,Brasil,Europa,França,18286,67072,264674.06520158105,real
484,2019-01-01,Brasil,África,Gana,7673,10010,39500.64695652174,real
485,2019-01-01,Brasil,Europa,Gibraltar,23,93,366.9890276679842,real
486,2019-01-01,Brasil,Europa,Grécia,561,1994,7868.560442687747,real
487,2019-01-01,Brasil,América Central,Guatemala,1597,8719,34406.207873517786,real
488,2019-01-01,Brasil,América do Sul,Guiana,424,1311,5173.361454545455,real
489,2019-01-01,Brasil,América do Norte,Haiti,81873,129803,512218.0296600791,real
490,2019-01-01,Brasil,Ásia,Hong Kong,9651,42020,165815.90260869567,real
491,2019-01-01,Brasil,Europa,Ilha de Man,28,175,690.5707509881423,real
492,2019-01-01,Brasil,Ásia,India,51,273,1077.290371541502,real
493,2019-01-01,Brasil,Europa,Itália,587,1625,6412.442687747036,real
494,2019-01-01,Brasil,Ásia,Japão,40621,99642,393199.14725691703,real
495,2019-01-01,Brasil,África,Libéria,4441,20068,79190.70760474309,real
496,2019-01-01,Brasil,Europa,Luxemburgo,1666,11211,44239.935367588936,real
497,2019-01-01,Brasil,Europa,Malta,3661,8828,34836.334798418975,real
498,2019-01-01,Brasil,Ásia,Malásia,48,110,434.0730434782609,real
499,2019-01-01,Brasil,Oceania,"Marshall, Ilhas",7276,15786,62293.42785770752,real
500,2019-01-01,Brasil,Europa,Montenegro,9,46,181.52145454545456,real
501,2019-01-01,Brasil,América do Norte,México,4,4,15.784474308300396,real
502,2019-01-01,Brasil,África,Nigéria,28437,38555,152142.60173913045,real
503,2019-01-01,Brasil,Europa,Noruega,628,3139,12386.866213438736,real
504,2019-01-01,Brasil,Oceania,Nova Zelândia,500,2832,11175.40781027668,real
505,2019-01-01,Brasil,América Central,Panamá,7918,29017,114504.52275098815,real
506,2019-01-01,Brasil,América do Sul,Paraguai,2419537,3826587,15100166.047494072,real
507,2019-01-01,Brasil,Europa,Países Baixos,44882,148031,584147.879083004,real
508,2019-01-01,Brasil,América do Sul,Peru,9755,17310,68307.31256916997,real
509,2019-01-01,Brasil,Europa,Polônia,5,11,43.40730434782609,real
510,2019-01-01,Brasil,Europa,Portugal,18328,72413,285750.2845217392,real
511,2019-01-01,Brasil,Europa,Reino Unido,34295,164592,649499.5488379447,real
512,2019-01-01,Brasil,África,Serra Leoa,18,717,2829.367019762846,real
513,2019-01-01,Brasil,América do Sul,Suriname,3206,4741,18708.548173913045,real
514,2019-01-01,Brasil,Europa,Suécia,28,761,3002.9962371541505,real
515,2019-01-01,Brasil,Europa,Suíça,2223,28503,112476.21780237155,real
516,2019-01-01,Brasil,Ásia,Tailândia,128,832,3283.1706561264823,real
517,2019-01-01,Brasil,Ásia,Taiwan (FORMOSA),12,67,264.38994466403165,real
518,2019-01-01,Brasil,Europa,"Tcheca, República",2115,16391,64680.829596837946,real
519,2019-01-01,Brasil,Ásia,Turquia,115,209,824.7387826086957,real
520,2019-01-01,Brasil,América do Sul,Uruguai,6180,18497,72991.35532015811,real
521,2019-01-01,Brasil,Ásia,Vietnã,20,32,126.27579446640317,real
522,2019-01-01,Brasil,África,África do Sul,26,95,374.8812648221344,real
523,2020-01-01,Brasil,Europa,"Alemanha, República Democrática",6261,32605,168169.18567729084,real
524,2020-01-01,Brasil,América Central,Antígua e Barbuda,624,1864,9614.088701195218,real
525,2020-01-01,Brasil,América do Sul,Argentina,1015,4176,21538.859665338645,real
526,2020-01-01,Brasil,Oceania,Austrália,1013,3413,17603.478936254978,real
527,2020-01-01,Brasil,América do Norte,Bahamas,1212,3703,19099.233079681275,real
528,2020-01-01,Brasil,Ásia,Bangladesh,3,29,149.57541434262947,real
529,2020-01-01,Brasil,América Central,Barbados,143,169,871.6636215139441,real
530,2020-01-01,Brasil,Ásia,Barein,8,28,144.41764143426295,real
531,2020-01-01,Brasil,América do Sul,Bolívia,9900,16025,82653.3108565737,real
532,2020-01-01,Brasil,Europa,Bélgica,3166,20460,105528.03370517927,real
533,2020-01-01,Brasil,Europa,Bósnia-Herzegovina,45,52,268.20419123505974,real
534,2020-01-01,Brasil,América do Norte,Canadá,1672,8431,43485.183390438244,real
535,2020-01-01,Brasil,América do Norte,"Cayman, Ilhas",123,339,1748.485015936255,real
536,2020-01-01,Brasil,América do Sul,Chile,11,13,67.05104780876493,real
537,2020-01-01,Brasil,Ásia,China,122253,363000,1872271.5657370517,real
538,2020-01-01,Brasil,Europa,Chipre,2478,6785,34995.48918326693,real
539,2020-01-01,Brasil,Ásia,Cingapura,4049,9316,48049.812414342625,real
540,2020-01-01,Brasil,América do Sul,Colômbia,15660,23780,122651.83976095617,real
541,2020-01-01,Brasil,África,Comores,9,25,128.94432270916334,real
542,2020-01-01,Brasil,Ásia,"Coreia, Republica Sul",103,433,2233.3156693227093,real
543,2020-01-01,Brasil,Europa,Croácia,21,123,634.4060677290836,real
544,2020-01-01,Brasil,América Central,Curaçao,47962,65986,340340.80313147407,real
545,2020-01-01,Brasil,Europa,Dinamarca,659,1962,10119.550446215138,real
546,2020-01-01,Brasil,Ásia,Emirados Arabes Unidos,581,2279,11754.56445816733,real
547,2020-01-01,Brasil,América do Sul,Equador,3780,3824,19723.323601593624,real
548,2020-01-01,Brasil,Europa,Espanha,28,126,649.8793864541832,real
549,2020-01-01,Brasil,América do Norte,Estados Unidos,300178,610793,3150331.58801992,real
550,2020-01-01,Brasil,Ásia,Filipinas,719,1548,7984.2324621513935,real
551,2020-01-01,Brasil,Europa,França,12622,57144,294735.77507569717,real
552,2020-01-01,Brasil,África,Gana,18810,22027,113610.26385258963,real
553,2020-01-01,Brasil,Europa,Gibraltar,769,2860,14751.230517928287,real
554,2020-01-01,Brasil,Europa,Grécia,6859,18092,93314.42745816732,real
555,2020-01-01,Brasil,América do Sul,Guiana,990,2577,13291.580784860556,real
556,2020-01-01,Brasil,América do Norte,Haiti,399128,471152,2430095.021322709,real
557,2020-01-01,Brasil,Ásia,Hong Kong,15159,41987,216559.41110358565,real
558,2020-01-01,Brasil,Europa,Ilha de Man,11,121,624.0905219123506,real
559,2020-01-01,Brasil,Ásia,India,7,10,51.57772908366533,real
560,2020-01-01,Brasil,Ásia,Indonésia,5,6,30.9466374501992,real
561,2020-01-01,Brasil,Europa,Irlanda,29,257,1325.547637450199,real
562,2020-01-01,Brasil,Ásia,Irã,21,35,180.52205179282868,real
563,2020-01-01,Brasil,Europa,Itália,91,376,1939.3226135458167,real
564,2020-01-01,Brasil,Ásia,Japão,36442,92674,477991.4465099601,real
565,2020-01-01,Brasil,Ásia,Jordânia,12,52,268.20419123505974,real
566,2020-01-01,Brasil,África,Libéria,5155,17624,90900.58973705179,real
567,2020-01-01,Brasil,Europa,Luxemburgo,1086,5110,26356.219561752987,real
568,2020-01-01,Brasil,Europa,Malta,3490,9688,49968.50393625498,real
569,2020-01-01,Brasil,Oceania,"Marshall, Ilhas",6270,19639,101293.50214741036,real
570,2020-01-01,Brasil,Europa,Montenegro,9,20,103.15545816733066,real
571,2020-01-01,Brasil,América do Norte,México,24,226,1165.6566772908366,real
572,2020-01-01,Brasil,África,Nigéria,12094,26514,136753.19089243028,real
573,2020-01-01,Brasil,Europa,Noruega,1859,15134,78057.73519521912,real
574,2020-01-01,Brasil,Oceania,Nova Zelândia,95,515,2656.2530478087647,real
575,2020-01-01,Brasil,América Central,Panamá,10821,28372,146336.3329561753,real
576,2020-01-01,Brasil,América do Sul,Paraguai,3299013,3869243,19956676.721286852,real
577,2020-01-01,Brasil,Europa,Países Baixos,248,1532,7901.70809561753,real
578,2020-01-01,Brasil,Europa,Polônia,74,86,443.56847011952186,real
579,2020-01-01,Brasil,Europa,Portugal,7958,34518,178036.005250996,real
580,2020-01-01,Brasil,Europa,Reino Unido,22913,82722,426661.2905258964,real
581,2020-01-01,Brasil,Europa,Rússia,1463,8550,44098.958366533865,real
582,2020-01-01,Brasil,África,Serra Leoa,9240,13050,67308.93645418326,real
583,2020-01-01,Brasil,América do Sul,Suriname,4185,5277,27217.567637450196,real
584,2020-01-01,Brasil,Europa,Suécia,6,24,123.7865498007968,real
585,2020-01-01,Brasil,Europa,Suíça,2827,27930,144056.5973306773,real
586,2020-01-01,Brasil,Ásia,Tailândia,534,1753,9041.575908366533,real
587,2020-01-01,Brasil,Ásia,Taiwan (FORMOSA),963,4673,24102.27280079681,real
588,2020-01-01,Brasil,Europa,"Tcheca, República",563,4805,24783.098824701196,real
589,2020-01-01,Brasil,Oceania,Tuvalu,2,4,20.631091633466134,real
590,2020-01-01,Brasil,Oceania,Vanuatu,18,31,159.89096015936255,real
591,2020-01-01,Brasil,América do Sul,Venezuela,4086,9808,50587.43668525896,real
592,2020-01-01,Brasil,Ásia,Vietnã,86,584,3012.1393784860556,real
593,2020-01-01,Brasil,África,África do Sul,4,21,108.3132310756972,real
594,2021-01-01,Brasil,Ásia,Afeganistão,11,46,248.1957856573705,real
595,2021-01-01,Brasil,Europa,"Alemanha, República Democrática",2698,6741,36371.473719920315,real
596,2021-01-01,Brasil,América Central,Antígua e Barbuda,805,2268,12237.13134501992,real
597,2021-01-01,Brasil,América do Sul,Argentina,6,13,70.14228725099602,real
598,2021-01-01,Brasil,Oceania,Austrália,705,4034,21765.69129003984,real
599,2021-01-01,Brasil,América do Norte,Bahamas,1083,4567,24641.525067330676,real
600,2021-01-01,Brasil,Ásia,Bangladesh,2,20,107.91121115537848,real
601,2021-01-01,Brasil,América Central,Barbados,216,844,4553.853110756972,real
602,2021-01-01,Brasil,Ásia,Barein,302,894,4823.631138645418,real
603,2021-01-01,Brasil,América do Sul,Bolívia,5850,8360,45106.8862629482,real
604,2021-01-01,Brasil,América do Sul,Brasil,31,46,248.1957856573705,real
605,2021-01-01,Brasil,Europa,Bélgica,483,3749,20227.956531075695,real
606,2021-01-01,Brasil,África,Cabo Verde,16,124,669.0495091633466,real
607,2021-01-01,Brasil,América do Norte,Canadá,1172,6157,33220.46635418326,real
608,2021-01-01,Brasil,Ásia,Catar,1,2,10.791121115537848,real
609,2021-01-01,Brasil,América do Norte,"Cayman, Ilhas",104,356,1920.819558565737,real
610,2021-01-01,Brasil,América do Sul,Chile,26,6,32.373363346613544,real
611,2021-01-01,Brasil,Ásia,China,61884,264116,1425053.872275697,real
612,2021-01-01,Brasil,Europa,Chipre,1855,4530,24441.889326693225,real
613,2021-01-01,Brasil,América do Sul,Colômbia,12160,21867,117984.72271673306,real
614,2021-01-01,Brasil,Ásia,"Coreia, Republica Sul",67,100,539.5560557768924,real
615,2021-01-01,Brasil,América Central,Curaçao,32263,58993,318300.3039844621,real
616,2021-01-01,Brasil,Europa,Dinamarca,87,504,2719.3625211155377,real
617,2021-01-01,Brasil,América Central,Dominica,460,634,3420.785393625498,real
618,2021-01-01,Brasil,Ásia,Emirados Arabes Unidos,810,10522,56772.08818884462,real
619,2021-01-01,Brasil,América do Norte,Estados Unidos,111085,203554,1098287.9337760955,real
620,2021-01-01,Brasil,Ásia,Filipinas,2784,10368,55941.171862948206,real
621,2021-01-01,Brasil,Europa,França,7052,23742,128101.3987625498,real
622,2021-01-01,Brasil,África,Gana,12578,19196,103573.18046693227,real
623,2021-01-01,Brasil,Europa,Grécia,908,3014,16262.219521115538,real
624,2021-01-01,Brasil,América Central,Guatemala,17347,29100,157010.8122310757,real
625,2021-01-01,Brasil,América do Sul,Guiana,2372,6525,35206.03263944223,real
626,2021-01-01,Brasil,América do Sul,Guiana Francesa,90,32,172.65793784860557,real
627,2021-01-01,Brasil,América do Norte,Haiti,670379,831181,4484687.419966932,real
628,2021-01-01,Brasil,Ásia,Hong Kong,12507,39390,212531.13037051793,real
629,2021-01-01,Brasil,Europa,Hungria,87,583,3145.611805179283,real
630,2021-01-01,Brasil,Europa,Ilha de Man,97,445,2401.024448207171,real
631,2021-01-01,Brasil,Ásia,India,13,86,464.01820796812746,real
632,2021-01-01,Brasil,Europa,Irlanda,36,208,1122.2765960159363,real
633,2021-01-01,Brasil,Ásia,Irã,116,287,1548.5258800796812,real
634,2021-01-01,Brasil,Europa,Itália,696,3715,20044.507472111552,real
635,2021-01-01,Brasil,Ásia,Japão,39491,90275,487084.22935258964,real
636,2021-01-01,Brasil,África,Libéria,7554,23060,124421.62646215138,real
637,2021-01-01,Brasil,Europa,Malta,3441,15454,83382.99285976095,real
638,2021-01-01,Brasil,Oceania,"Marshall, Ilhas",8644,22561,121729.24174382469,real
639,2021-01-01,Brasil,África,Mauritânia,9,85,458.6226474103585,real
640,2021-01-01,Brasil,Europa,Montenegro,14,65,350.7114362549801,real
641,2021-01-01,Brasil,América do Norte,México,9,2,10.791121115537848,real
642,2021-01-01,Brasil,África,Nigéria,68247,113172,610626.3794438246,real
643,2021-01-01,Brasil,Europa,Noruega,1878,8320,44891.06384063745,real
644,2021-01-01,Brasil,Oceania,Nova Caledônia,7227,11924,64336.66409083665,real
645,2021-01-01,Brasil,Oceania,Nova Zelândia,657,10477,56529.28796374502,real
646,2021-01-01,Brasil,América Central,Panamá,29520,48444,261382.53566055777,real
647,2021-01-01,Brasil,América do Sul,Paraguai,6522527,7192362,38806824.72439601,real
648,2021-01-01,Brasil,Europa,Países Baixos,3791,8484,45775.93577211155,real
649,2021-01-01,Brasil,América do Sul,Peru,9720,17107,92301.85446175298,real
650,2021-01-01,Brasil,Europa,Polônia,4,14,75.53784780876494,real
651,2021-01-01,Brasil,Europa,Portugal,6358,42633,230028.93325936253,real
652,2021-01-01,Brasil,Europa,Reino Unido,25316,122394,660384.2389075697,real
653,2021-01-01,Brasil,Europa,Rússia,181931,312926,1688411.1831003984,real
654,2021-01-01,Brasil,África,Serra Leoa,6525,12955,69899.48702589641,real
655,2021-01-01,Brasil,Ásia,Singapura,4504,14346,77404.71176175299,real
656,2021-01-01,Brasil,África,Suazilândia,10,24,129.49345338645418,real
657,2021-01-01,Brasil,América do Sul,Suriname,900,1472,7942.265141035856,real
658,2021-01-01,Brasil,Europa,Suécia,23,74,399.2714812749004,real
659,2021-01-01,Brasil,Europa,Suíça,627,6999,37763.5283438247,real
660,2021-01-01,Brasil,América Central,São Vicente e Granadinas,8,48,258.98690677290836,real
661,2021-01-01,Brasil,Ásia,Tailândia,1334,2529,13645.372650597608,real
662,2021-01-01,Brasil,Ásia,Taiwan (FORMOSA),1313,8153,43990.00522749004,real
663,2021-01-01,Brasil,Europa,"Tcheca, República",456,5988,32308.616619920318,real
664,2021-01-01,Brasil,África,Togo,1890,2012,10855.867842231075,real
665,2021-01-01,Brasil,Ásia,Turquia,343,878,4737.302169721115,real
666,2021-01-01,Brasil,América do Sul,Uruguai,136774,149842,808481.5850972111,real
667,2021-01-01,Brasil,América do Sul,Venezuela,26415,35944,193938.0286884462,real
668,2022-01-01,Brasil,Europa,"Alemanha, República Democrática",7630,45367,234342.44322191234,real
669,2022-01-01,Brasil,África,Angola,4068,4761,24592.862040239044,real
670,2022-01-01,Brasil,América Central,Antígua e Barbuda,419,1866,9638.790289243028,real
671,2022-01-01,Brasil,América do Sul,Argentina,480,3232,16694.839343426294,real
672,2022-01-01,Brasil,Oceania,Austrália,1424,12299,63530.2689,real
673,2022-01-01,Brasil,América do Norte,Bahamas,1215,5799,29954.632844223106,real
674,2022-01-01,Brasil,Ásia,Bangladesh,7,84,433.90052749003985,real
675,2022-01-01,Brasil,América Central,Barbados,220,1145,5914.477428286853,real
676,2022-01-01,Brasil,Ásia,Barein,979,2789,14406.530609163347,real
677,2022-01-01,Brasil,América do Sul,Bolívia,32530,49011,253165.46134302788,real
678,2022-01-01,Brasil,América do Sul,Brasil,2504,952,4917.5393115537845,real
679,2022-01-01,Brasil,Europa,Bulgária,5,31,160.1299565737052,real
680,2022-01-01,Brasil,Europa,Bélgica,828,6145,31741.889778884462,real
681,2022-01-01,Brasil,América do Norte,Canadá,1183,5784,29877.150607171316,real
682,2022-01-01,Brasil,América do Norte,"Cayman, Ilhas",160,958,4948.532206374502,real
683,2022-01-01,Brasil,América do Sul,Chile,2094,7986,41251.5430063745,real
684,2022-01-01,Brasil,Ásia,China,105395,404647,2090196.985086454,real
685,2022-01-01,Brasil,Europa,Chipre,1521,4458,23027.72085179283,real
686,2022-01-01,Brasil,Oceania,"Cocos (Keeling), Ilhas",26,60,309.9289482071713,real
687,2022-01-01,Brasil,América do Sul,Colômbia,8217,14068,72668.00738964144,real
688,2022-01-01,Brasil,Ásia,"Coreia, Republica Sul",77,257,1327.5289948207171,real
689,2022-01-01,Brasil,Europa,Croácia,34,484,2500.093515537849,real
