,Data,Tipo da uva,Nome da uva,Kilogramas
469,2012-01-01,BRANCAS E ROSADAS,Vernaccia,3780
470,2012-01-01,BRANCAS E ROSADAS,Viognier,200288
471,2013-01-01,TIN,TINTAS,36855419
472,2013-01-01,TINTAS,Alicante Bouschet,1524728
473,2013-01-01,TINTAS,Ancelota,1137943
474,2013-01-01,TINTAS,Arinarnoa,65001
475,2013-01-01,TINTAS,Aspirant Bouschet,3650
476,2013-01-01,TINTAS,Barbera,40630
477,2013-01-01,TINTAS,Cabernet Franc,2452229
478,2013-01-01,TINTAS,Cabernet Sauvignon,10651084
479,2013-01-01,TINTAS,Caladoc,2480
480,2013-01-01,TINTAS,Carmenere,44414
481,2013-01-01,TINTAS,Corvina,1382
482,2013-01-01,TINTAS,Egiodola,1059250
483,2013-01-01,TINTAS,Ekigaina,1720
484,2013-01-01,TINTAS,Gamay St Romain,11615
485,2013-01-01,TINTAS,Gamay Beaujolais,135405
486,2013-01-01,TINTAS,Lagrein,15300
487,2013-01-01,TINTAS,Lambrusco,56120
488,2013-01-01,TINTAS,Malbec,590041
489,2013-01-01,TINTAS,Merlot,10179782
490,2013-01-01,TINTAS,Marselan,345504
491,2013-01-01,TINTAS,Molinera,1009
492,2013-01-01,TINTAS,Montepulciano,41888
493,2013-01-01,TINTAS,Napa Gamay,55550
494,2013-01-01,TINTAS,Nebbiolo,9327
495,2013-01-01,TINTAS,Petit Verdot,167522
496,2013-01-01,TINTAS,Petite Sirah,105934
497,2013-01-01,TINTAS,Pinotage,816883
498,2013-01-01,TINTAS,Pinot Noir,2392357
499,2013-01-01,TINTAS,Pinot Saint George,14120
500,2013-01-01,TINTAS,Rebo,19780
501,2013-01-01,TINTAS,Refosco,12080
502,2013-01-01,TINTAS,Rondinella,1089
503,2013-01-01,TINTAS,Ruby Cabernet,526124
504,2013-01-01,TINTAS,Sangiovese,277679
505,2013-01-01,TINTAS,Tannat,3612439
506,2013-01-01,TINTAS,Tempranillo,219163
507,2013-01-01,TINTAS,Teroldego,124542
508,2013-01-01,TINTAS,Torrontes,3090
509,2013-01-01,TINTAS,Touriga Nacional,136565
510,2013-01-01,BRA,BRANCAS E ROSADAS,36958341
511,2013-01-01,BRANCAS E ROSADAS,Alvarinho,12413
512,2013-01-01,BRANCAS E ROSADAS,Arriloba,28829
513,2013-01-01,BRANCAS E ROSADAS,Chardonnay,6174156
514,2013-01-01,BRANCAS E ROSADAS,Chenin Blanc,264090
515,2013-01-01,BRANCAS E ROSADAS,Colombard,673158
516,2013-01-01,BRANCAS E ROSADAS,Flora,72410
517,2013-01-01,BRANCAS E ROSADAS,Gewurztraminer,239469
518,2013-01-01,BRANCAS E ROSADAS,Gros Manseng,4640
519,2013-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),5671
520,2013-01-01,BRANCAS E ROSADAS,Maccabeo,3558
521,2013-01-01,BRANCAS E ROSADAS,Malvasia Amarela,519959
522,2013-01-01,BRANCAS E ROSADAS,Malvasia Bianca,184949
523,2013-01-01,BRANCAS E ROSADAS,Malvasia Chianti,5061
524,2013-01-01,BRANCAS E ROSADAS,Malvasia Verde,18690
525,2013-01-01,BRANCAS E ROSADAS,Malvasia di Candia,1692882
526,2013-01-01,BRANCAS E ROSADAS,Moscato Branco,13136399
527,2013-01-01,BRANCAS E ROSADAS,Moscato Canelli,64800
528,2013-01-01,BRANCAS E ROSADAS,Moscato Giallo,1813522
529,2013-01-01,BRANCAS E ROSADAS,Moscato Nazareno,831206
530,2013-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,678267
531,2013-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,211532
532,2013-01-01,BRANCAS E ROSADAS,Peverella,44137
533,2013-01-01,BRANCAS E ROSADAS,Pinot Blanc,8720
534,2013-01-01,BRANCAS E ROSADAS,Pinot Gris,126844
535,2013-01-01,BRANCAS E ROSADAS,Prosecco,2852648
536,2013-01-01,BRANCAS E ROSADAS,Riesling Italico,3069854
537,2013-01-01,BRANCAS E ROSADAS,Riesling Renano,99230
538,2013-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),633633
539,2013-01-01,BRANCAS E ROSADAS,Sauvignon Gris,3737
540,2013-01-01,BRANCAS E ROSADAS,Semillon,335323
541,2013-01-01,BRANCAS E ROSADAS,Schonburger,14087
542,2013-01-01,BRANCAS E ROSADAS,Sylvaner,155
543,2013-01-01,BRANCAS E ROSADAS,Trebbiano,2876041
544,2013-01-01,BRANCAS E ROSADAS,Vermentino,3220
545,2013-01-01,BRANCAS E ROSADAS,Vernaccia,7970
546,2013-01-01,BRANCAS E ROSADAS,Viognier,247081
547,2014-01-01,TIN,TINTAS,29810706
548,2014-01-01,TINTAS,Alicante Bouschet,1456305
549,2014-01-01,TINTAS,Ancelota,937844
550,2014-01-01,TINTAS,Arinarnoa,56666
551,2014-01-01,TINTAS,Aspirant Bouschet,7091
552,2014-01-01,TINTAS,Barbera,19514
553,2014-01-01,TINTAS,Cabernet Franc,1894496
554,2014-01-01,TINTAS,Cabernet Sauvignon,8556337
555,2014-01-01,TINTAS,Caladoc,3300
556,2014-01-01,TINTAS,Carmenere,66632
557,2014-01-01,TINTAS,Corvina,1406
558,2014-01-01,TINTAS,Egiodola,911280
559,2014-01-01,TINTAS,Ekigaina,600
560,2014-01-01,TINTAS,Freisa,41403
561,2014-01-01,TINTAS,Gamay St Romain,11180
562,2014-01-01,TINTAS,Gamay Beaujolais,113038
563,2014-01-01,TINTAS,Lagrein,750
564,2014-01-01,TINTAS,Lambrusco,29890
565,2014-01-01,TINTAS,Malbec,616160
566,2014-01-01,TINTAS,Marzemina,4180
567,2014-01-01,TINTAS,Merlot,7846034
568,2014-01-01,TINTAS,Marselan,404323
569,2014-01-01,TINTAS,Molinera,1023
570,2014-01-01,TINTAS,Montepulciano,26280
571,2014-01-01,TINTAS,Napa Gamay,16380
572,2014-01-01,TINTAS,Nebbiolo,7223
573,2014-01-01,TINTAS,Petit Verdot,75010
574,2014-01-01,TINTAS,Petite Sirah,47834
575,2014-01-01,TINTAS,Pinotage,479202
576,2014-01-01,TINTAS,Pinot Noir,2592701
577,2014-01-01,TINTAS,Pinot Saint George,2480
578,2014-01-01,TINTAS,Rebo,13420
579,2014-01-01,TINTAS,Refosco,13240
580,2014-01-01,TINTAS,Rondinella,1053
581,2014-01-01,TINTAS,Ruby Cabernet,486527
582,2014-01-01,TINTAS,Sangiovese,122632
583,2014-01-01,TINTAS,Tannat,2644014
584,2014-01-01,TINTAS,Tempranillo,119398
585,2014-01-01,TINTAS,Teroldego,87820
586,2014-01-01,TINTAS,Torrontes,9580
587,2014-01-01,TINTAS,Touriga Nacional,86460
588,2014-01-01,BRA,BRANCAS E ROSADAS,35769155
589,2014-01-01,BRANCAS E ROSADAS,Alvarinho,16147
590,2014-01-01,BRANCAS E ROSADAS,Arriloba,31140
591,2014-01-01,BRANCAS E ROSADAS,Chardonnay,5821514
592,2014-01-01,BRANCAS E ROSADAS,Chenin Blanc,146760
593,2014-01-01,BRANCAS E ROSADAS,Colombard,563589
594,2014-01-01,BRANCAS E ROSADAS,Flora,45240
595,2014-01-01,BRANCAS E ROSADAS,Gewurztraminer,162083
596,2014-01-01,BRANCAS E ROSADAS,Gros Manseng,4830
597,2014-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),40230
598,2014-01-01,BRANCAS E ROSADAS,Malvasia Amarela,149663
599,2014-01-01,BRANCAS E ROSADAS,Malvasia Bianca,414603
600,2014-01-01,BRANCAS E ROSADAS,Malvasia Chianti,7632
601,2014-01-01,BRANCAS E ROSADAS,Malvasia Verde,8825
602,2014-01-01,BRANCAS E ROSADAS,Malvasia di Candia,1888539
603,2014-01-01,BRANCAS E ROSADAS,Moscato Branco,12669980
604,2014-01-01,BRANCAS E ROSADAS,Moscato Canelli,85785
605,2014-01-01,BRANCAS E ROSADAS,Moscato Giallo,1742605
606,2014-01-01,BRANCAS E ROSADAS,Moscato Nazareno,886808
607,2014-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,770265
608,2014-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,160290
609,2014-01-01,BRANCAS E ROSADAS,Peverella,28452
610,2014-01-01,BRANCAS E ROSADAS,Pinot Blanc,5980
611,2014-01-01,BRANCAS E ROSADAS,Pinot Gris,118123
612,2014-01-01,BRANCAS E ROSADAS,Prosecco,3030347
613,2014-01-01,BRANCAS E ROSADAS,Riesling Italico,2705224
614,2014-01-01,BRANCAS E ROSADAS,Riesling Renano,94276
615,2014-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),515939
616,2014-01-01,BRANCAS E ROSADAS,Sauvignon Gris,921
617,2014-01-01,BRANCAS E ROSADAS,Semillon,149939
618,2014-01-01,BRANCAS E ROSADAS,Schonburger,5194
619,2014-01-01,BRANCAS E ROSADAS,Trebbiano,3342859
620,2014-01-01,BRANCAS E ROSADAS,Vermentino,1890
621,2014-01-01,BRANCAS E ROSADAS,Vernaccia,4150
622,2014-01-01,BRANCAS E ROSADAS,Viognier,149333
623,2015-01-01,TIN,TINTAS,29935627
624,2015-01-01,TINTAS,Alicante Bouschet,1519576
625,2015-01-01,TINTAS,Ancelota,773526
626,2015-01-01,TINTAS,Arinarnoa,61817
627,2015-01-01,TINTAS,Aspirant Bouschet,8859
628,2015-01-01,TINTAS,Barbera,19980
629,2015-01-01,TINTAS,Cabernet Franc,1981004
630,2015-01-01,TINTAS,Cabernet Sauvignon,7426634
631,2015-01-01,TINTAS,Caladoc,4000
632,2015-01-01,TINTAS,Carmenere,134180
633,2015-01-01,TINTAS,Corvina,1397
634,2015-01-01,TINTAS,Egiodola,1053654
635,2015-01-01,TINTAS,Ekigaina,1090
636,2015-01-01,TINTAS,Freisa,24452
637,2015-01-01,TINTAS,Gamay St Romain,31935
638,2015-01-01,TINTAS,Gamay Beaujolais,121516
639,2015-01-01,TINTAS,Lagrein,1400
640,2015-01-01,TINTAS,Lambrusco,39990
641,2015-01-01,TINTAS,Malbec,624096
642,2015-01-01,TINTAS,Marzemina,750
643,2015-01-01,TINTAS,Merlot,8030882
644,2015-01-01,TINTAS,Marselan,411105
645,2015-01-01,TINTAS,Molinera,1080
646,2015-01-01,TINTAS,Montepulciano,25640
647,2015-01-01,TINTAS,Napa Gamay,8970
648,2015-01-01,TINTAS,Nebbiolo,12754
649,2015-01-01,TINTAS,Petit Verdot,135770
650,2015-01-01,TINTAS,Petite Sirah,48483
651,2015-01-01,TINTAS,Pinotage,560195
652,2015-01-01,TINTAS,Pinot Noir,3125882
653,2015-01-01,TINTAS,Rebo,22290
654,2015-01-01,TINTAS,Refosco,9310
655,2015-01-01,TINTAS,Rondinella,1110
656,2015-01-01,TINTAS,Ruby Cabernet,388019
657,2015-01-01,TINTAS,Sangiovese,135962
658,2015-01-01,TINTAS,Tannat,2761604
659,2015-01-01,TINTAS,Tempranillo,182579
660,2015-01-01,TINTAS,Teroldego,97455
661,2015-01-01,TINTAS,Torrontes,10070
662,2015-01-01,TINTAS,Touriga Nacional,136611
663,2015-01-01,BRA,BRANCAS E ROSADAS,40130577
664,2015-01-01,BRANCAS E ROSADAS,Alvarinho,9860
665,2015-01-01,BRANCAS E ROSADAS,Arriloba,34120
666,2015-01-01,BRANCAS E ROSADAS,Chardonnay,7253167
667,2015-01-01,BRANCAS E ROSADAS,Chenin Blanc,173321
668,2015-01-01,BRANCAS E ROSADAS,Colombard,512199
669,2015-01-01,BRANCAS E ROSADAS,Flora,25090
670,2015-01-01,BRANCAS E ROSADAS,Gewurztraminer,207303
671,2015-01-01,BRANCAS E ROSADAS,Gros Manseng,7410
672,2015-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),37820
673,2015-01-01,BRANCAS E ROSADAS,Maccabeo,17670
674,2015-01-01,BRANCAS E ROSADAS,Malvasia Amarela,119930
675,2015-01-01,BRANCAS E ROSADAS,Malvasia Bianca,602081
676,2015-01-01,BRANCAS E ROSADAS,Malvasia Verde,5108
677,2015-01-01,BRANCAS E ROSADAS,Malvasia di Candia,2512864
678,2015-01-01,BRANCAS E ROSADAS,Moscato Branco,12788740
679,2015-01-01,BRANCAS E ROSADAS,Moscato Canelli,72462
680,2015-01-01,BRANCAS E ROSADAS,Moscato Giallo,1785956
681,2015-01-01,BRANCAS E ROSADAS,Moscato Nazareno,886075
682,2015-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,863910
683,2015-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,192945
684,2015-01-01,BRANCAS E ROSADAS,Peverella,40719
685,2015-01-01,BRANCAS E ROSADAS,Pinot Blanc,7218
686,2015-01-01,BRANCAS E ROSADAS,Pinot Gris,118118
687,2015-01-01,BRANCAS E ROSADAS,Prosecco,3319779
688,2015-01-01,BRANCAS E ROSADAS,Riesling Italico,3468606
689,2015-01-01,BRANCAS E ROSADAS,Riesling Renano,153605
690,2015-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),614222
691,2015-01-01,BRANCAS E ROSADAS,Sauvignon Gris,1504
692,2015-01-01,BRANCAS E ROSADAS,Semillon,177672
693,2015-01-01,BRANCAS E ROSADAS,Trebbiano,3830336
694,2015-01-01,BRANCAS E ROSADAS,Vermentino,790
695,2015-01-01,BRANCAS E ROSADAS,Vernaccia,4760
696,2015-01-01,BRANCAS E ROSADAS,Viognier,285217
697,2016-01-01,TIN,TINTAS,13370866
698,2016-01-01,TINTAS,Alicante Bouschet,908841
699,2016-01-01,TINTAS,Ancelota,179028
700,2016-01-01,TINTAS,Arinarnoa,17691
701,2016-01-01,TINTAS,Aspirant Bouschet,12901
702,2016-01-01,TINTAS,Barbera,14738
703,2016-01-01,TINTAS,Cabernet Franc,820996
704,2016-01-01,TINTAS,Cabernet Sauvignon,3877852
705,2016-01-01,TINTAS,Caladoc,2180
706,2016-01-01,TINTAS,Carmenere,87402
707,2016-01-01,TINTAS,Corvina,419
708,2016-01-01,TINTAS,Egiodola,519874
709,2016-01-01,TINTAS,Gamay Beaujolais,45952
710,2016-01-01,TINTAS,Lambrusco,19784
711,2016-01-01,TINTAS,Malbec,267885
712,2016-01-01,TINTAS,Merlot,3286035
713,2016-01-01,TINTAS,Marselan,205095
714,2016-01-01,TINTAS,Molinera,324
715,2016-01-01,TINTAS,Montepulciano,13330
716,2016-01-01,TINTAS,Nebbiolo,3117
717,2016-01-01,TINTAS,Petit Verdot,116266
718,2016-01-01,TINTAS,Petite Sirah,24564
719,2016-01-01,TINTAS,Pinotage,119773
720,2016-01-01,TINTAS,Pinot Noir,1279105
721,2016-01-01,TINTAS,Rebo,12470
722,2016-01-01,TINTAS,Refosco,3260
723,2016-01-01,TINTAS,Rondinella,333
724,2016-01-01,TINTAS,Ruby Cabernet,220231
725,2016-01-01,TINTAS,Sangiovese,26601
726,2016-01-01,TINTAS,Tannat,985207
727,2016-01-01,TINTAS,Tempranillo,210551
728,2016-01-01,TINTAS,Teroldego,34019
729,2016-01-01,TINTAS,Torrontes,1490
730,2016-01-01,TINTAS,Touriga Nacional,53552
731,2016-01-01,BRA,BRANCAS E ROSADAS,18769366
732,2016-01-01,BRANCAS E ROSADAS,Alvarinho,16369
733,2016-01-01,BRANCAS E ROSADAS,Arriloba,17070
734,2016-01-01,BRANCAS E ROSADAS,Chardonnay,3070142
735,2016-01-01,BRANCAS E ROSADAS,Chenin Blanc,60580
736,2016-01-01,BRANCAS E ROSADAS,Colombard,201659
737,2016-01-01,BRANCAS E ROSADAS,Flora,1050
738,2016-01-01,BRANCAS E ROSADAS,Gewurztraminer,85385
739,2016-01-01,BRANCAS E ROSADAS,Malvasia Amarela,10100
740,2016-01-01,BRANCAS E ROSADAS,Malvasia Bianca,217177
741,2016-01-01,BRANCAS E ROSADAS,Malvasia Chianti,1314
742,2016-01-01,BRANCAS E ROSADAS,Malvasia Verde,2460
743,2016-01-01,BRANCAS E ROSADAS,Malvasia di Candia,1268750
744,2016-01-01,BRANCAS E ROSADAS,Moscato Branco,6068181
745,2016-01-01,BRANCAS E ROSADAS,Moscato Canelli,30378
746,2016-01-01,BRANCAS E ROSADAS,Moscato Giallo,813952
747,2016-01-01,BRANCAS E ROSADAS,Moscato Nazareno,361638
748,2016-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,257647
749,2016-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,53037
750,2016-01-01,BRANCAS E ROSADAS,Peverella,5557
751,2016-01-01,BRANCAS E ROSADAS,Pinot Gris,67394
752,2016-01-01,BRANCAS E ROSADAS,Prosecco,1873735
753,2016-01-01,BRANCAS E ROSADAS,Riesling Italico,1697248
754,2016-01-01,BRANCAS E ROSADAS,Riesling Renano,53550
755,2016-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),295942
756,2016-01-01,BRANCAS E ROSADAS,Semillon,57635
757,2016-01-01,BRANCAS E ROSADAS,Trebbiano,2083491
758,2016-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,2694
759,2016-01-01,BRANCAS E ROSADAS,Viognier,95231
760,2017-01-01,TIN,TINTAS,32850915
761,2017-01-01,TINTAS,Alicante Bouschet,2040198
762,2017-01-01,TINTAS,Ancelota,733907
763,2017-01-01,TINTAS,Arinarnoa,69757
764,2017-01-01,TINTAS,Aspirant Bouschet,18086
765,2017-01-01,TINTAS,Barbera,24218
766,2017-01-01,TINTAS,Cabernet Franc,2116893
767,2017-01-01,TINTAS,Cabernet Sauvignon,7242258
768,2017-01-01,TINTAS,Caladoc,8500
769,2017-01-01,TINTAS,Carmenere,69275
770,2017-01-01,TINTAS,Corvina,1890
771,2017-01-01,TINTAS,Cinsaut,3430
772,2017-01-01,TINTAS,Egiodola,1567341
773,2017-01-01,TINTAS,Ekigaina,1340
774,2017-01-01,TINTAS,Freisa,22610
775,2017-01-01,TINTAS,Gamay St Romain,12835
776,2017-01-01,TINTAS,Gamay Beaujolais,150331
777,2017-01-01,TINTAS,Lagrein,1430
778,2017-01-01,TINTAS,Lambrusco,61779
779,2017-01-01,TINTAS,Malbec,740327
780,2017-01-01,TINTAS,Merlot,8309646
781,2017-01-01,TINTAS,Marselan,385945
782,2017-01-01,TINTAS,Molinera,1480
783,2017-01-01,TINTAS,Montepulciano,28008
784,2017-01-01,TINTAS,Nebbiolo,5494
785,2017-01-01,TINTAS,Petit Verdot,230640
786,2017-01-01,TINTAS,Petite Sirah,92818
787,2017-01-01,TINTAS,Pinotage,474105
788,2017-01-01,TINTAS,Pinot Noir,3676000
789,2017-01-01,TINTAS,Rebo,44440
790,2017-01-01,TINTAS,Refosco,5240
791,2017-01-01,TINTAS,Rondinella,1899
792,2017-01-01,TINTAS,Ruby Cabernet,382994
793,2017-01-01,TINTAS,Sangiovese,89404
794,2017-01-01,TINTAS,Tannat,3668851
795,2017-01-01,TINTAS,Tempranillo,357637
796,2017-01-01,TINTAS,Teroldego,87034
797,2017-01-01,TINTAS,Torrontes,14630
798,2017-01-01,TINTAS,Touriga Nacional,108245
799,2017-01-01,BRA,BRANCAS E ROSADAS,44058213
800,2017-01-01,BRANCAS E ROSADAS,Alvarinho,41225
801,2017-01-01,BRANCAS E ROSADAS,Arriloba,5280
802,2017-01-01,BRANCAS E ROSADAS,Chardonnay,7856910
803,2017-01-01,BRANCAS E ROSADAS,Chenin Blanc,266524
804,2017-01-01,BRANCAS E ROSADAS,Colombard,535573
805,2017-01-01,BRANCAS E ROSADAS,Flora,5810
806,2017-01-01,BRANCAS E ROSADAS,Gewurztraminer,223350
807,2017-01-01,BRANCAS E ROSADAS,Gros Manseng,5680
808,2017-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),180
809,2017-01-01,BRANCAS E ROSADAS,Malvasia Amarela,44445
810,2017-01-01,BRANCAS E ROSADAS,Malvasia Bianca,629101
811,2017-01-01,BRANCAS E ROSADAS,Malvasia Verde,10457
812,2017-01-01,BRANCAS E ROSADAS,Malvasia di Candia,2785543
813,2017-01-01,BRANCAS E ROSADAS,Moscato Branco,14475142
814,2017-01-01,BRANCAS E ROSADAS,Moscato Canelli,57083
815,2017-01-01,BRANCAS E ROSADAS,Moscato Giallo,2091933
816,2017-01-01,BRANCAS E ROSADAS,Moscato Nazareno,890655
817,2017-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,868260
818,2017-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,115910
819,2017-01-01,BRANCAS E ROSADAS,Peverella,16350
820,2017-01-01,BRANCAS E ROSADAS,Pinot Gris,165697
821,2017-01-01,BRANCAS E ROSADAS,Prosecco,3342655
822,2017-01-01,BRANCAS E ROSADAS,Riesling Italico,4283929
823,2017-01-01,BRANCAS E ROSADAS,Riesling Renano,105100
824,2017-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),677028
825,2017-01-01,BRANCAS E ROSADAS,Semillon,188211
826,2017-01-01,BRANCAS E ROSADAS,Schonburger,7454
827,2017-01-01,BRANCAS E ROSADAS,Trebbiano,3892478
828,2017-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,100047
829,2017-01-01,BRANCAS E ROSADAS,Vernaccia,5100
830,2017-01-01,BRANCAS E ROSADAS,Viognier,365103
831,2018-01-01,TIN,TINTAS,26868514
832,2018-01-01,TINTAS,Alicante Bouschet,2103844
833,2018-01-01,TINTAS,Ancelota,492106
834,2018-01-01,TINTAS,Arinarnoa,44775
835,2018-01-01,TINTAS,Aspirant Bouschet,12830
836,2018-01-01,TINTAS,Barbera,21863
837,2018-01-01,TINTAS,Cabernet Franc,1524191
838,2018-01-01,TINTAS,Cabernet Sauvignon,6004627
839,2018-01-01,TINTAS,Caladoc,4740
840,2018-01-01,TINTAS,Carmenere,241808
841,2018-01-01,TINTAS,Egiodola,1047960
842,2018-01-01,TINTAS,Ekigaina,2070
843,2018-01-01,TINTAS,Freisa,14020
844,2018-01-01,TINTAS,Gamay St Romain,12675
845,2018-01-01,TINTAS,Gamay Beaujolais,152384
846,2018-01-01,TINTAS,Lagrein,2700
847,2018-01-01,TINTAS,Lambrusco,44511
848,2018-01-01,TINTAS,Malbec,628780
849,2018-01-01,TINTAS,Merlot,6257492
850,2018-01-01,TINTAS,Marselan,384278
851,2018-01-01,TINTAS,Molinera,1900
852,2018-01-01,TINTAS,Montepulciano,23306
853,2018-01-01,TINTAS,Moscato Bailey,152136
854,2018-01-01,TINTAS,Nebbiolo,9236
855,2018-01-01,TINTAS,Petit Verdot,83552
856,2018-01-01,TINTAS,Petite Sirah,110361
857,2018-01-01,TINTAS,Pinotage,398794
858,2018-01-01,TINTAS,Pinot Noir,3240209
859,2018-01-01,TINTAS,Rebo,94480
860,2018-01-01,TINTAS,Refosco,7320
861,2018-01-01,TINTAS,Rondinella,1990
862,2018-01-01,TINTAS,Ruby Cabernet,248992
863,2018-01-01,TINTAS,Sangiovese,63832
864,2018-01-01,TINTAS,Tannat,2940306
865,2018-01-01,TINTAS,Tempranillo,278456
866,2018-01-01,TINTAS,Teroldego,77625
867,2018-01-01,TINTAS,Torrontes,16350
868,2018-01-01,TINTAS,Touriga Nacional,122015
869,2018-01-01,BRA,BRANCAS E ROSADAS,38722156
870,2018-01-01,BRANCAS E ROSADAS,Alvarinho,32647
871,2018-01-01,BRANCAS E ROSADAS,Arriloba,2580
872,2018-01-01,BRANCAS E ROSADAS,Chardonnay,6068902
873,2018-01-01,BRANCAS E ROSADAS,Chenin Blanc,387360
874,2018-01-01,BRANCAS E ROSADAS,Colombard,522866
875,2018-01-01,BRANCAS E ROSADAS,Flora,2060
876,2018-01-01,BRANCAS E ROSADAS,Gewurztraminer,208171
877,2018-01-01,BRANCAS E ROSADAS,Gros Manseng,2430
878,2018-01-01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),2942
879,2018-01-01,BRANCAS E ROSADAS,Malvasia Amarela,52936
880,2018-01-01,BRANCAS E ROSADAS,Malvasia Bianca,574521
881,2018-01-01,BRANCAS E ROSADAS,Malvasia Verde,15220
882,2018-01-01,BRANCAS E ROSADAS,Malvasia di Candia,2557871
883,2018-01-01,BRANCAS E ROSADAS,Moscato Branco,11202231
884,2018-01-01,BRANCAS E ROSADAS,Moscato Canelli,121008
885,2018-01-01,BRANCAS E ROSADAS,Moscato Giallo,1590531
886,2018-01-01,BRANCAS E ROSADAS,Moscato Nazareno,639810
887,2018-01-01,BRANCAS E ROSADAS,Moscato Bianco R2,867445
888,2018-01-01,BRANCAS E ROSADAS,Moscato de Alexandria,95647
889,2018-01-01,BRANCAS E ROSADAS,Muscat à Petits Grains,3000
890,2018-01-01,BRANCAS E ROSADAS,Petit Manseng,1430
891,2018-01-01,BRANCAS E ROSADAS,Peverella,33439
892,2018-01-01,BRANCAS E ROSADAS,Pinot Blanc,17028
893,2018-01-01,BRANCAS E ROSADAS,Pinot Gris,98728
894,2018-01-01,BRANCAS E ROSADAS,Prosecco,4018371
895,2018-01-01,BRANCAS E ROSADAS,Riesling Italico,3724926
896,2018-01-01,BRANCAS E ROSADAS,Riesling Renano,121020
897,2018-01-01,BRANCAS E ROSADAS,Sauvignon Blanc(2),517760
898,2018-01-01,BRANCAS E ROSADAS,Semillon,225952
899,2018-01-01,BRANCAS E ROSADAS,Schonburger,14354
900,2018-01-01,BRANCAS E ROSADAS,Trebbiano,4504485
901,2018-01-01,BRANCAS E ROSADAS,Trebbiano Toscano,18110
902,2018-01-01,BRANCAS E ROSADAS,Verdelho,1800
903,2018-01-01,BRANCAS E ROSADAS,Vernaccia,4020
904,2018-01-01,BRANCAS E ROSADAS,Viognier,470555
905,2019-01-01,TIN,TINTAS,0
906,2019-01-01,TINTAS,Alicante Bouschet,0
907,2019-01-01,TINTAS,Ancelota,0
908,2019-01-01,TINTAS,Aramon,0
909,2019-01-01,TINTAS,Alfrocheiro,0
910,2019-01-01,TINTAS,Arinarnoa,0
911,2019-01-01,TINTAS,Aspirant Bouschet,0
912,2019-01-01,TINTAS,Barbera,0
913,2019-01-01,TINTAS,Bonarda,0
914,2019-01-01,TINTAS,Cabernet Franc,0
915,2019-01-01,TINTAS,Cabernet Sauvignon,0
916,2019-01-01,TINTAS,Caladoc,0
917,2019-01-01,TINTAS,Campanario,0
918,2019-01-01,TINTAS,Canaiolo,0
919,2019-01-01,TINTAS,Carignan,0
920,2019-01-01,TINTAS,Carmenere,0
921,2019-01-01,TINTAS,Castelão,0
922,2019-01-01,TINTAS,Corvina,0
923,2019-01-01,TINTAS,Croatina,0
924,2019-01-01,TINTAS,Cinsaut,0
925,2019-01-01,TINTAS,Dom Felder,0
926,2019-01-01,TINTAS,Dolcetto,0
927,2019-01-01,TINTAS,Durif,0
928,2019-01-01,TINTAS,Egiodola,0
929,2019-01-01,TINTAS,Ekigaina,0
930,2019-01-01,TINTAS,Festival (Sugraone),0
931,2019-01-01,TINTAS,Franconia,0
932,2019-01-01,TINTAS,Freisa,0
933,2019-01-01,TINTAS,Gamay St Romain,0
934,2019-01-01,TINTAS,Gamay Beaujolais,0
935,2019-01-01,TINTAS,Grand Noir,0
936,2019-01-01,TINTAS,Grenache,0
937,2019-01-01,TINTAS,Jaen,0
938,2019-01-01,TINTAS,Lagrein,0
939,2019-01-01,TINTAS,Lambrusco,0
940,2019-01-01,TINTAS,Malbec,0
941,2019-01-01,TINTAS,Marzemina,0
942,2019-01-01,TINTAS,Merlot,0
943,2019-01-01,TINTAS,Marselan,0
944,2019-01-01,TINTAS,Molinera,0
945,2019-01-01,TINTAS,Montepulciano,0
946,2019-01-01,TINTAS,Moscato Bailey,0
947,2019-01-01,TINTAS,Napa Gamay,0
948,2019-01-01,TINTAS,Nebbiolo,0
949,2019-01-01,TINTAS,Petit Verdot,0
950,2019-01-01,TINTAS,Petite Sirah,0
951,2019-01-01,TINTAS,Pinotage,0
