,data,tipo_vinho,vinho,litro
491,2017-01-01,DERIVADOS,Mosto de uva com bagaço,772110
492,2017-01-01,DERIVADOS,Mosto dessulfitado,0
493,2017-01-01,DERIVADOS,Mistelas,1500
494,2017-01-01,DERIVADOS,Néctar de uva,3000
495,2017-01-01,DERIVADOS,Licorosos,110820
496,2017-01-01,DERIVADOS,Compostos,0
497,2017-01-01,DERIVADOS,Jeropiga,0
498,2017-01-01,DERIVADOS,Filtrado,0
499,2017-01-01,DERIVADOS,Frisante,0
500,2017-01-01,DERIVADOS,Vinho leve,0
501,2017-01-01,DERIVADOS,Vinho licoroso,110820
502,2017-01-01,DERIVADOS,Brandy,0
503,2017-01-01,DERIVADOS,Destilado,0
504,2017-01-01,DERIVADOS,Bagaceira,900
505,2017-01-01,DERIVADOS,Licor de bagaceira,0
506,2017-01-01,DERIVADOS,Vinagre,25319
507,2017-01-01,DERIVADOS,Borra líquida,0
508,2017-01-01,DERIVADOS,Borra seca,0
509,2017-01-01,DERIVADOS,Vinho Composto,0
510,2017-01-01,DERIVADOS,Pisco,0
511,2017-01-01,DERIVADOS,Vinho orgânico,0
512,2017-01-01,DERIVADOS,Espumante orgânico,0
513,2017-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,0
514,2017-01-01,DERIVADOS,Vinho acidificado ,0
515,2017-01-01,DERIVADOS,Mosto parcialmente fermentado ,0
516,2017-01-01,DERIVADOS,Outros derivados,0
517,2018-01-01,VINHO DE MESA,Tinto,188270142
518,2018-01-01,VINHO DE MESA,Branco,29229970
519,2018-01-01,VINHO DE MESA,Rosado,875524
520,2018-01-01,VINHO FINO DE MESA (VINÍFERA),Tinto,19118254
521,2018-01-01,VINHO FINO DE MESA (VINÍFERA),Branco,18297257
522,2018-01-01,VINHO FINO DE MESA (VINÍFERA),Rosado,1291709
523,2018-01-01,SUCO,Suco de uva integral,34367996
524,2018-01-01,SUCO,Suco de uva concentrado,31099910
525,2018-01-01,SUCO,Suco de uva adoçado,0
526,2018-01-01,SUCO,Suco de uva orgânico,0
527,2018-01-01,SUCO,Suco de uva reconstituído,0
528,2018-01-01,DERIVADOS,Espumante,68500
529,2018-01-01,DERIVADOS,Espumante moscatel,326200
530,2018-01-01,DERIVADOS,Base espumante,0
531,2018-01-01,DERIVADOS,Base espumante moscatel,1320650
532,2018-01-01,DERIVADOS,Base Champenoise champanha,228518
533,2018-01-01,DERIVADOS,Base Charmat champanha,1746540
534,2018-01-01,DERIVADOS,Bebida de uva,0
535,2018-01-01,DERIVADOS,Polpa de uva,2112683
536,2018-01-01,DERIVADOS,Mosto simples,88910980
537,2018-01-01,DERIVADOS,Mosto concentrado,0
538,2018-01-01,DERIVADOS,Mosto de uva com bagaço,0
539,2018-01-01,DERIVADOS,Mosto dessulfitado,0
540,2018-01-01,DERIVADOS,Mistelas,2000
541,2018-01-01,DERIVADOS,Néctar de uva,0
542,2018-01-01,DERIVADOS,Licorosos,0
543,2018-01-01,DERIVADOS,Compostos,0
544,2018-01-01,DERIVADOS,Jeropiga,0
545,2018-01-01,DERIVADOS,Filtrado,0
546,2018-01-01,DERIVADOS,Frisante,0
547,2018-01-01,DERIVADOS,Vinho leve,8000
548,2018-01-01,DERIVADOS,Vinho licoroso,124303
549,2018-01-01,DERIVADOS,Brandy,0
550,2018-01-01,DERIVADOS,Destilado,680
551,2018-01-01,DERIVADOS,Bagaceira,2100
552,2018-01-01,DERIVADOS,Licor de bagaceira,0
553,2018-01-01,DERIVADOS,Vinagre,25367
554,2018-01-01,DERIVADOS,Borra líquida,255100
555,2018-01-01,DERIVADOS,Borra seca,70480
556,2018-01-01,DERIVADOS,Vinho Composto,0
557,2018-01-01,DERIVADOS,Pisco,0
558,2018-01-01,DERIVADOS,Vinho orgânico,0
559,2018-01-01,DERIVADOS,Espumante orgânico,0
560,2018-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,0
561,2018-01-01,DERIVADOS,Vinho acidificado ,0
562,2018-01-01,DERIVADOS,Mosto parcialmente fermentado ,0
563,2018-01-01,DERIVADOS,Outros derivados,0
564,2019-01-01,VINHO DE MESA,Tinto,121045115
565,2019-01-01,VINHO DE MESA,Branco,22032828
566,2019-01-01,VINHO DE MESA,Rosado,1551794
567,2019-01-01,VINHO FINO DE MESA (VINÍFERA),Tinto,17389377
568,2019-01-01,VINHO FINO DE MESA (VINÍFERA),Branco,18193055
569,2019-01-01,VINHO FINO DE MESA (VINÍFERA),Rosado,2032990
570,2019-01-01,SUCO,Suco de uva integral,50239767
571,2019-01-01,SUCO,Suco de uva concentrado,26861009
572,2019-01-01,SUCO,Suco de uva adoçado,120320
573,2019-01-01,SUCO,Suco de uva orgânico,0
574,2019-01-01,SUCO,Suco de uva reconstituído,584256
575,2019-01-01,DERIVADOS,Espumante,52176
576,2019-01-01,DERIVADOS,Espumante moscatel,515800
577,2019-01-01,DERIVADOS,Base espumante,0
578,2019-01-01,DERIVADOS,Base espumante moscatel,1962443
579,2019-01-01,DERIVADOS,Base Champenoise champanha,274903
580,2019-01-01,DERIVADOS,Base Charmat champanha,1188095
581,2019-01-01,DERIVADOS,Bebida de uva,0
582,2019-01-01,DERIVADOS,Polpa de uva,1480269
583,2019-01-01,DERIVADOS,Mosto simples,135614344
584,2019-01-01,DERIVADOS,Mosto concentrado,0
585,2019-01-01,DERIVADOS,Mosto de uva com bagaço,645816
586,2019-01-01,DERIVADOS,Mosto dessulfitado,1000
587,2019-01-01,DERIVADOS,Mistelas,3000
588,2019-01-01,DERIVADOS,Néctar de uva,32519
589,2019-01-01,DERIVADOS,Licorosos,0
590,2019-01-01,DERIVADOS,Compostos,0
591,2019-01-01,DERIVADOS,Jeropiga,0
592,2019-01-01,DERIVADOS,Filtrado,0
593,2019-01-01,DERIVADOS,Frisante,0
594,2019-01-01,DERIVADOS,Vinho leve,0
595,2019-01-01,DERIVADOS,Vinho licoroso,99485
596,2019-01-01,DERIVADOS,Brandy,0
597,2019-01-01,DERIVADOS,Destilado,0
598,2019-01-01,DERIVADOS,Bagaceira,10495
599,2019-01-01,DERIVADOS,Licor de bagaceira,1507
600,2019-01-01,DERIVADOS,Vinagre,76096
601,2019-01-01,DERIVADOS,Borra líquida,901431
602,2019-01-01,DERIVADOS,Borra seca,25996
603,2019-01-01,DERIVADOS,Vinho Composto,0
604,2019-01-01,DERIVADOS,Pisco,3372
605,2019-01-01,DERIVADOS,Vinho orgânico,0
606,2019-01-01,DERIVADOS,Espumante orgânico,0
607,2019-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,0
608,2019-01-01,DERIVADOS,Vinho acidificado ,0
609,2019-01-01,DERIVADOS,Mosto parcialmente fermentado ,0
610,2019-01-01,DERIVADOS,Outros derivados,0
611,2020-01-01,VINHO DE MESA,Tinto,103916391
612,2020-01-01,VINHO DE MESA,Branco,19568734
613,2020-01-01,VINHO DE MESA,Rosado,715289
614,2020-01-01,VINHO FINO DE MESA (VINÍFERA),Tinto,15451883
615,2020-01-01,VINHO FINO DE MESA (VINÍFERA),Branco,15487915
616,2020-01-01,VINHO FINO DE MESA (VINÍFERA),Rosado,1576888
617,2020-01-01,SUCO,Suco de uva integral,40718523
618,2020-01-01,SUCO,Suco de uva concentrado,27963865
619,2020-01-01,SUCO,Suco de uva adoçado,107289
620,2020-01-01,SUCO,Suco de uva orgânico,471610
621,2020-01-01,SUCO,Suco de uva reconstituído,0
622,2020-01-01,DERIVADOS,Espumante,32399
623,2020-01-01,DERIVADOS,Espumante moscatel,689139
624,2020-01-01,DERIVADOS,Base espumante,0
625,2020-01-01,DERIVADOS,Base espumante moscatel,3006705
626,2020-01-01,DERIVADOS,Base Champenoise champanha,200777
627,2020-01-01,DERIVADOS,Base Charmat champanha,2487939
628,2020-01-01,DERIVADOS,Bebida de uva,0
629,2020-01-01,DERIVADOS,Polpa de uva,1803472
630,2020-01-01,DERIVADOS,Mosto simples,80355474
631,2020-01-01,DERIVADOS,Mosto concentrado,0
632,2020-01-01,DERIVADOS,Mosto de uva com bagaço,3078256
633,2020-01-01,DERIVADOS,Mosto dessulfitado,5000
634,2020-01-01,DERIVADOS,Mistelas,0
635,2020-01-01,DERIVADOS,Néctar de uva,46000
636,2020-01-01,DERIVADOS,Licorosos,0
637,2020-01-01,DERIVADOS,Compostos,0
638,2020-01-01,DERIVADOS,Jeropiga,2000
639,2020-01-01,DERIVADOS,Filtrado,0
640,2020-01-01,DERIVADOS,Frisante,0
641,2020-01-01,DERIVADOS,Vinho leve,0
642,2020-01-01,DERIVADOS,Vinho licoroso,48678
643,2020-01-01,DERIVADOS,Brandy,0
644,2020-01-01,DERIVADOS,Destilado,0
645,2020-01-01,DERIVADOS,Bagaceira,0
646,2020-01-01,DERIVADOS,Licor de bagaceira,5800
647,2020-01-01,DERIVADOS,Vinagre,10000
648,2020-01-01,DERIVADOS,Borra líquida,509378
649,2020-01-01,DERIVADOS,Borra seca,167587
650,2020-01-01,DERIVADOS,Vinho Composto,0
651,2020-01-01,DERIVADOS,Pisco,1000
652,2020-01-01,DERIVADOS,Vinho orgânico,18700
653,2020-01-01,DERIVADOS,Espumante orgânico,0
654,2020-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,500
655,2020-01-01,DERIVADOS,Vinho acidificado ,65000
656,2020-01-01,DERIVADOS,Mosto parcialmente fermentado ,0
657,2020-01-01,DERIVADOS,Outros derivados,0
658,2021-01-01,VINHO DE MESA,Tinto,146075996
659,2021-01-01,VINHO DE MESA,Branco,26432799
660,2021-01-01,VINHO DE MESA,Rosado,1391200
661,2021-01-01,VINHO FINO DE MESA (VINÍFERA),Tinto,20433249
662,2021-01-01,VINHO FINO DE MESA (VINÍFERA),Branco,20867999
663,2021-01-01,VINHO FINO DE MESA (VINÍFERA),Rosado,2173750
664,2021-01-01,SUCO,Suco de uva integral,68038479
665,2021-01-01,SUCO,Suco de uva concentrado,32131218
666,2021-01-01,SUCO,Suco de uva adoçado,40450
667,2021-01-01,SUCO,Suco de uva orgânico,722117
668,2021-01-01,SUCO,Suco de uva reconstituído,0
669,2021-01-01,DERIVADOS,Espumante,70091
670,2021-01-01,DERIVADOS,Espumante moscatel,11950
671,2021-01-01,DERIVADOS,Base espumante,5475049
672,2021-01-01,DERIVADOS,Base espumante moscatel,5549471
673,2021-01-01,DERIVADOS,Base Champenoise champanha,0
674,2021-01-01,DERIVADOS,Base Charmat champanha,0
675,2021-01-01,DERIVADOS,Bebida de uva,2000
676,2021-01-01,DERIVADOS,Polpa de uva,1180578
677,2021-01-01,DERIVADOS,Mosto simples,153579926
678,2021-01-01,DERIVADOS,Mosto concentrado,0
679,2021-01-01,DERIVADOS,Mosto de uva com bagaço,618764
680,2021-01-01,DERIVADOS,Mosto dessulfitado,1532000
681,2021-01-01,DERIVADOS,Mistelas,2500
682,2021-01-01,DERIVADOS,Néctar de uva,18187
683,2021-01-01,DERIVADOS,Licorosos,0
684,2021-01-01,DERIVADOS,Compostos,0
685,2021-01-01,DERIVADOS,Jeropiga,3540
686,2021-01-01,DERIVADOS,Filtrado,0
687,2021-01-01,DERIVADOS,Frisante,1390
688,2021-01-01,DERIVADOS,Vinho leve,0
689,2021-01-01,DERIVADOS,Vinho licoroso,30000
690,2021-01-01,DERIVADOS,Brandy,120
691,2021-01-01,DERIVADOS,Destilado,0
692,2021-01-01,DERIVADOS,Bagaceira,12060
693,2021-01-01,DERIVADOS,Licor de bagaceira,0
694,2021-01-01,DERIVADOS,Vinagre,7500
695,2021-01-01,DERIVADOS,Borra líquida,116450
696,2021-01-01,DERIVADOS,Borra seca,16789
697,2021-01-01,DERIVADOS,Vinho Composto,160000
698,2021-01-01,DERIVADOS,Pisco,0
699,2021-01-01,DERIVADOS,Vinho orgânico,93884
700,2021-01-01,DERIVADOS,Espumante orgânico,2412
701,2021-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,3000
702,2021-01-01,DERIVADOS,Vinho acidificado ,0
703,2021-01-01,DERIVADOS,Mosto parcialmente fermentado ,543510
704,2021-01-01,DERIVADOS,Outros derivados,322
705,2022-01-01,VINHO DE MESA,Tinto,162844214
706,2022-01-01,VINHO DE MESA,Branco,30198430
707,2022-01-01,VINHO DE MESA,Rosado,1988968
708,2022-01-01,VINHO FINO DE MESA (VINÍFERA),Tinto,24417918
709,2022-01-01,VINHO FINO DE MESA (VINÍFERA),Branco,20896613
710,2022-01-01,VINHO FINO DE MESA (VINÍFERA),Rosado,2197265
711,2022-01-01,SUCO,Suco de uva integral,35248305
712,2022-01-01,SUCO,Suco de uva concentrado,29892550
713,2022-01-01,SUCO,Suco de uva adoçado,79130
714,2022-01-01,SUCO,Suco de uva orgânico,589094
715,2022-01-01,SUCO,Suco de uva reconstituído,0
716,2022-01-01,DERIVADOS,Espumante,70759
717,2022-01-01,DERIVADOS,Espumante moscatel,27200
718,2022-01-01,DERIVADOS,Base espumante,0
719,2022-01-01,DERIVADOS,Base espumante moscatel,6308043
720,2022-01-01,DERIVADOS,Base Champenoise champanha,1146717
721,2022-01-01,DERIVADOS,Base Charmat champanha,4078766
722,2022-01-01,DERIVADOS,Bebida de uva,0
723,2022-01-01,DERIVADOS,Polpa de uva,387886
724,2022-01-01,DERIVADOS,Mosto simples,126048241
725,2022-01-01,DERIVADOS,Mosto concentrado,0
726,2022-01-01,DERIVADOS,Mosto de uva com bagaço,0
727,2022-01-01,DERIVADOS,Mosto dessulfitado,0
728,2022-01-01,DERIVADOS,Mistelas,0
729,2022-01-01,DERIVADOS,Néctar de uva,0
730,2022-01-01,DERIVADOS,Licorosos,0
731,2022-01-01,DERIVADOS,Compostos,0
732,2022-01-01,DERIVADOS,Jeropiga,5000
733,2022-01-01,DERIVADOS,Filtrado,0
734,2022-01-01,DERIVADOS,Frisante,0
735,2022-01-01,DERIVADOS,Vinho leve,0
736,2022-01-01,DERIVADOS,Vinho licoroso,67000
737,2022-01-01,DERIVADOS,Brandy,0
738,2022-01-01,DERIVADOS,Destilado,0
739,2022-01-01,DERIVADOS,Bagaceira,4998
740,2022-01-01,DERIVADOS,Licor de bagaceira,0
741,2022-01-01,DERIVADOS,Vinagre,16200
742,2022-01-01,DERIVADOS,Borra líquida,0
743,2022-01-01,DERIVADOS,Borra seca,0
744,2022-01-01,DERIVADOS,Vinho Composto,0
745,2022-01-01,DERIVADOS,Pisco,0
746,2022-01-01,DERIVADOS,Vinho orgânico,88890
747,2022-01-01,DERIVADOS,Espumante orgânico,0
748,2022-01-01,DERIVADOS,Destilado alcoólico simples de bagaceira ,4300
749,2022-01-01,DERIVADOS,Vinho acidificado ,0
750,2022-01-01,DERIVADOS,Mosto parcialmente fermentado ,0
751,2022-01-01,DERIVADOS,Outros derivados,247228
