,data,pais_origem,populacao
1928,2015-01-01,Bolívia,1100368
1929,2016-01-01,Bolívia,11176491
1930,2017-01-01,Bolívia,1134954
1931,2018-01-01,Bolívia,11521527
1932,2019-01-01,Bolívia,11692283
1933,2020-01-01,Bolívia,11862346
1934,2021-01-01,Bolívia,12009978
1935,2022-01-01,Bolívia,12148966
1936,2023-01-01,Bolívia,12299254
1937,2024-01-01,Bolívia,12477888
1938,2025-01-01,Bolívia,12656785
1939,2026-01-01,Bolívia,12835512
1940,2007-01-01,Brasil,189816618
1941,2008-01-01,Brasil,191742287
1942,2009-01-01,Brasil,193602347
1943,2010-01-01,Brasil,19543275
1944,2011-01-01,Brasil,197274234
1945,2012-01-01,Brasil,19909637
1946,2013-01-01,Brasil,200859043
1947,2014-01-01,Brasil,202584491
1948,2015-01-01,Brasil,20433481
1949,2016-01-01,Brasil,2060416
1950,2017-01-01,Brasil,207677556
1951,2018-01-01,Brasil,209332364
1952,2019-01-01,Brasil,211000821
1953,2020-01-01,Brasil,212564935
1954,2021-01-01,Brasil,213827672
1955,2022-01-01,Brasil,214824774
1956,2023-01-01,Brasil,215802222
1957,2024-01-01,Brasil,21704267
1958,2025-01-01,Brasil,218231924
1959,2026-01-01,Brasil,219374192
1960,2007-01-01,Chile,16414986
1961,2008-01-01,Chile,16576091
1962,2009-01-01,Chile,16746832
1963,2010-01-01,Chile,16920062
1964,2011-01-01,Chile,17088262
1965,2012-01-01,Chile,17258884
1966,2013-01-01,Chile,17424658
1967,2014-01-01,Chile,17595191
1968,2015-01-01,Chile,17779025
1969,2016-01-01,Chile,17961223
1970,2017-01-01,Chile,18206536
1971,2018-01-01,Chile,18530618
1972,2019-01-01,Chile,18872283
1973,2020-01-01,Chile,19206688
1974,2021-01-01,Chile,19393941
1975,2022-01-01,Chile,19592428
1976,2023-01-01,Chile,19615038
1977,2024-01-01,Chile,19644142
1978,2025-01-01,Chile,19673537
1979,2026-01-01,Chile,19707109
1980,2007-01-01,Colômbia,43045834
1981,2008-01-01,Colômbia,43567329
1982,2009-01-01,Colômbia,44063297
1983,2010-01-01,Colômbia,44564537
1984,2011-01-01,Colômbia,45067679
1985,2012-01-01,Colômbia,4555012
1986,2013-01-01,Colômbia,46014714
1987,2014-01-01,Colômbia,46461146
1988,2015-01-01,Colômbia,46894748
1989,2016-01-01,Colômbia,47344708
1990,2017-01-01,Colômbia,47907203
1991,2018-01-01,Colômbia,48796138
1992,2019-01-01,Colômbia,49757785
1993,2020-01-01,Colômbia,50617028
1994,2021-01-01,Colômbia,51244297
1995,2022-01-01,Colômbia,51788827
1996,2023-01-01,Colômbia,51959221
1997,2024-01-01,Colômbia,52211114
1998,2025-01-01,Colômbia,52470433
1999,2026-01-01,Colômbia,52751011
2000,2007-01-01,Equador,14129616
2001,2008-01-01,Equador,14374055
2002,2009-01-01,Equador,14619539
2003,2010-01-01,Equador,14865993
2004,2011-01-01,Equador,15113178
2005,2012-01-01,Equador,15362278
2006,2013-01-01,Equador,15605488
2007,2014-01-01,Equador,15840491
2008,2015-01-01,Equador,16075497
2009,2016-01-01,Equador,16316307
2010,2017-01-01,Equador,16562863
2011,2018-01-01,Equador,16831025
2012,2019-01-01,Equador,17200318
2013,2020-01-01,Equador,17487163
2014,2021-01-01,Equador,17690028
2015,2022-01-01,Equador,17905446
2016,2023-01-01,Equador,18096554
2017,2024-01-01,Equador,18284414
2018,2025-01-01,Equador,18470319
2019,2026-01-01,Equador,18656421
2020,2007-01-01,Guiana Francesa,210665
2021,2008-01-01,Guiana Francesa,215942
2022,2009-01-01,Guiana Francesa,221091
2023,2010-01-01,Guiana Francesa,225956
2024,2011-01-01,Guiana Francesa,230951
2025,2012-01-01,Guiana Francesa,236314
2026,2013-01-01,Guiana Francesa,242172
2027,2014-01-01,Guiana Francesa,248569
2028,2015-01-01,Guiana Francesa,254173
2029,2016-01-01,Guiana Francesa,259879
2030,2017-01-01,Guiana Francesa,265748
2031,2018-01-01,Guiana Francesa,272958
2032,2019-01-01,Guiana Francesa,280335
2033,2020-01-01,Guiana Francesa,28781
2034,2021-01-01,Guiana Francesa,294129
2035,2022-01-01,Guiana Francesa,300769
2036,2023-01-01,Guiana Francesa,308345
2037,2024-01-01,Guiana Francesa,315965
2038,2025-01-01,Guiana Francesa,323627
2039,2026-01-01,Guiana Francesa,331325
2040,2007-01-01,Guiana,757563
2041,2008-01-01,Guiana,75548
2042,2009-01-01,Guiana,75282
2043,2010-01-01,Guiana,749696
2044,2011-01-01,Guiana,746167
2045,2012-01-01,Guiana,742293
2046,2013-01-01,Guiana,745639
2047,2014-01-01,Guiana,749202
2048,2015-01-01,Guiana,753028
2049,2016-01-01,Guiana,757034
2050,2017-01-01,Guiana,76114
2051,2018-01-01,Guiana,765364
2052,2019-01-01,Guiana,805664
2053,2020-01-01,Guiana,791842
2054,2021-01-01,Guiana,802562
2055,2022-01-01,Guiana,806572
2056,2023-01-01,Guiana,810879
2057,2024-01-01,Guiana,816789
2058,2025-01-01,Guiana,822399
2059,2026-01-01,Guiana,827703
2060,2007-01-01,Paraguai,5562847
2061,2008-01-01,Paraguai,5617442
2062,2009-01-01,Paraguai,5672854
2063,2010-01-01,Paraguai,5732295
2064,2011-01-01,Paraguai,580493
2065,2012-01-01,Paraguai,5882947
2066,2013-01-01,Paraguai,5963697
2067,2014-01-01,Paraguai,6047607
2068,2015-01-01,Paraguai,6133835
2069,2016-01-01,Paraguai,6222065
2070,2017-01-01,Paraguai,6311166
2071,2018-01-01,Paraguai,6399642
2072,2019-01-01,Paraguai,6487014
2073,2020-01-01,Paraguai,6573039
2074,2021-01-01,Paraguai,6664351
2075,2022-01-01,Paraguai,6743247
2076,2023-01-01,Paraguai,6818241
2077,2024-01-01,Paraguai,6904806
2078,2025-01-01,Paraguai,6989733
2079,2026-01-01,Paraguai,7072949
2080,2007-01-01,Peru,28494587
2081,2008-01-01,Peru,28706187
2082,2009-01-01,Peru,28906183
2083,2010-01-01,Peru,2911247
2084,2011-01-01,Peru,29346674
2085,2012-01-01,Peru,29608769
2086,2013-01-01,Peru,29890409
2087,2014-01-01,Peru,30187209
2088,2015-01-01,Peru,30520694
2089,2016-01-01,Peru,30903032
2090,2017-01-01,Peru,31362525
2091,2018-01-01,Peru,31848448
2092,2019-01-01,Peru,3255944
2093,2020-01-01,Peru,33090281
2094,2021-01-01,Peru,33519231
2095,2022-01-01,Peru,33911712
2096,2023-01-01,Peru,34187465
2097,2024-01-01,Peru,34517972
2098,2025-01-01,Peru,34848917
2099,2026-01-01,Peru,35182732
2100,2007-01-01,Suriname,524962
2101,2008-01-01,Suriname,53093
2102,2009-01-01,Suriname,536946
2103,2010-01-01,Suriname,543028
2104,2011-01-01,Suriname,549132
2105,2012-01-01,Suriname,555161
2106,2013-01-01,Suriname,56106
2107,2014-01-01,Suriname,566834
2108,2015-01-01,Suriname,57253
2109,2016-01-01,Suriname,57842
2110,2017-01-01,Suriname,584486
2111,2018-01-01,Suriname,590633
2112,2019-01-01,Suriname,596796
2113,2020-01-01,Suriname,603805
2114,2021-01-01,Suriname,610325
2115,2022-01-01,Suriname,615644
2116,2023-01-01,Suriname,620437
2117,2024-01-01,Suriname,626036
2118,2025-01-01,Suriname,631535
2119,2026-01-01,Suriname,636907
2120,2007-01-01,Uruguai,3325074
2121,2008-01-01,Uruguai,3332227
2122,2009-01-01,Uruguai,3340024
2123,2010-01-01,Uruguai,3348288
2124,2011-01-01,Uruguai,3357014
2125,2012-01-01,Uruguai,3366261
2126,2013-01-01,Uruguai,3376004
2127,2014-01-01,Uruguai,3386357
2128,2015-01-01,Uruguai,3396966
2129,2016-01-01,Uruguai,3408669
2130,2017-01-01,Uruguai,3418863
2131,2018-01-01,Uruguai,3425538
2132,2019-01-01,Uruguai,3428546
2133,2020-01-01,Uruguai,3428271
2134,2021-01-01,Uruguai,3429902
2135,2022-01-01,Uruguai,3422617
2136,2023-01-01,Uruguai,342297
2137,2024-01-01,Uruguai,3423247
2138,2025-01-01,Uruguai,3423385
2139,2026-01-01,Uruguai,3423523
2140,2007-01-01,Venezuela,27315862
2141,2008-01-01,Venezuela,27734333
2142,2009-01-01,Venezuela,28133333
2143,2010-01-01,Venezuela,2852245
2144,2011-01-01,Venezuela,28907594
2145,2012-01-01,Venezuela,29284724
2146,2013-01-01,Venezuela,29656128
2147,2014-01-01,Venezuela,30019915
2148,2015-01-01,Venezuela,30366602
2149,2016-01-01,Venezuela,3069283
2150,2017-01-01,Venezuela,30790097
2151,2018-01-01,Venezuela,3033677
2152,2019-01-01,Venezuela,29314535
2153,2020-01-01,Venezuela,28628832
2154,2021-01-01,Venezuela,28352075
2155,2022-01-01,Venezuela,28047658
2156,2023-01-01,Venezuela,28555733
2157,2024-01-01,Venezuela,29121265
2158,2025-01-01,Venezuela,29669403
2159,2026-01-01,Venezuela,30183333
2160,2007-01-01,Canadá,32692628
2161,2008-01-01,Canadá,33032289
2162,2009-01-01,Canadá,33404792
2163,2010-01-01,Canadá,33783042
2164,2011-01-01,Canadá,34143783
2165,2012-01-01,Canadá,34503279
2166,2013-01-01,Canadá,34880478
2167,2014-01-01,Canadá,35246904
2168,2015-01-01,Canadá,35562312
2169,2016-01-01,Canadá,3590194
2170,2017-01-01,Canadá,36325124
2171,2018-01-01,Canadá,36783571
2172,2019-01-01,Canadá,37286937
2173,2020-01-01,Canadá,37758232
2174,2021-01-01,Canadá,38019178
2175,2022-01-01,Canadá,38290846
2176,2023-01-01,Canadá,38617808
2177,2024-01-01,Canadá,38944775
2178,2025-01-01,Canadá,39269317
2179,2026-01-01,Canadá,39593577
2180,2007-01-01,Estados Unidos,301236984
2181,2008-01-01,Estados Unidos,304249813
2182,2009-01-01,Estados Unidos,307140007
2183,2010-01-01,Estados Unidos,309884064
2184,2011-01-01,Estados Unidos,312481626
2185,2012-01-01,Estados Unidos,315271591
2186,2013-01-01,Estados Unidos,318031051
2187,2014-01-01,Estados Unidos,320719281
2188,2015-01-01,Estados Unidos,323348646
2189,2016-01-01,Estados Unidos,325866907
2190,2017-01-01,Estados Unidos,328553489
2191,2018-01-01,Estados Unidos,331028972
2192,2019-01-01,Estados Unidos,333251103
2193,2020-01-01,Estados Unidos,335388238
2194,2021-01-01,Estados Unidos,336495769
2195,2022-01-01,Estados Unidos,337499479
2196,2023-01-01,Estados Unidos,339080235
2197,2024-01-01,Estados Unidos,340912892
2198,2025-01-01,Estados Unidos,342715948
2199,2026-01-01,Estados Unidos,344490859
2200,2007-01-01,Austrália,20630729
2201,2008-01-01,Austrália,21030927
2202,2009-01-01,Austrália,21464819
2203,2010-01-01,Austrália,21856965
2204,2011-01-01,Austrália,22181372
2205,2012-01-01,Austrália,22532696
2206,2013-01-01,Austrália,22925842
2207,2014-01-01,Austrália,23297721
2208,2015-01-01,Austrália,23641438
2209,2016-01-01,Austrália,23999035
2210,2017-01-01,Austrália,24392368
2211,2018-01-01,Austrália,24788299
2212,2019-01-01,Austrália,25170161
2213,2020-01-01,Austrália,25544179
2214,2021-01-01,Austrália,25795922
2215,2022-01-01,Austrália,26046256
2216,2023-01-01,Austrália,26308571
2217,2024-01-01,Austrália,26569652
2218,2025-01-01,Austrália,26829312
2219,2026-01-01,Austrália,27086795
2220,2007-01-01,Nova Zelândia,4202515
2221,2008-01-01,Nova Zelândia,4240473
2222,2009-01-01,Nova Zelândia,4280004
2223,2010-01-01,Nova Zelândia,4325769
2224,2011-01-01,Nova Zelândia,4366908
2225,2012-01-01,Nova Zelândia,439563
2226,2013-01-01,Nova Zelândia,4424939
2227,2014-01-01,Nova Zelândia,4476349
2228,2015-01-01,Nova Zelândia,4552041
2229,2016-01-01,Nova Zelândia,4629139
2230,2017-01-01,Nova Zelândia,4707023
2231,2018-01-01,Nova Zelândia,478548
2232,2019-01-01,Nova Zelândia,4891572
2233,2020-01-01,Nova Zelândia,5026496
2234,2021-01-01,Nova Zelândia,5095771
2235,2022-01-01,Nova Zelândia,5163684
2236,2023-01-01,Nova Zelândia,5206893
2237,2024-01-01,Nova Zelândia,5249306
2238,2025-01-01,Nova Zelândia,5290571
2239,2026-01-01,Nova Zelândia,5330819
2240,2007-01-01,Nova Caledônia,24751
2241,2008-01-01,Nova Caledônia,251224
2242,2009-01-01,Nova Caledônia,254929
2243,2010-01-01,Nova Caledônia,259024
2244,2011-01-01,Nova Caledônia,263829
2245,2012-01-01,Nova Caledônia,268778
2246,2013-01-01,Nova Caledônia,273827
2247,2014-01-01,Nova Caledônia,278962
2248,2015-01-01,Nova Caledônia,282635
2249,2016-01-01,Nova Caledônia,283429
2250,2017-01-01,Nova Caledônia,284066
2251,2018-01-01,Nova Caledônia,284631
2252,2019-01-01,Nova Caledônia,285129
2253,2020-01-01,Nova Caledônia,285619
2254,2021-01-01,Nova Caledônia,287187
2255,2022-01-01,Nova Caledônia,288413
2256,2023-01-01,Nova Caledônia,291488
2257,2024-01-01,Nova Caledônia,294494
2258,2025-01-01,Nova Caledônia,297439
2259,2026-01-01,Nova Caledônia,300307
2260,2007-01-01,Vanuatu,225589
2261,2008-01-01,Vanuatu,2311
2262,2009-01-01,Vanuatu,236805
2263,2010-01-01,Vanuatu,242572
2264,2011-01-01,Vanuatu,248334
2265,2012-01-01,Vanuatu,254254
2266,2013-01-01,Vanuatu,260373
2267,2014-01-01,Vanuatu,266694
2268,2015-01-01,Vanuatu,27316
2269,2016-01-01,Vanuatu,279717
2270,2017-01-01,Vanuatu,286719
2271,2018-01-01,Vanuatu,293759
2272,2019-01-01,Vanuatu,300837
2273,2020-01-01,Vanuatu,307972
2274,2021-01-01,Vanuatu,315398
2275,2022-01-01,Vanuatu,322875
2276,2023-01-01,Vanuatu,330606
2277,2024-01-01,Vanuatu,338406
2278,2025-01-01,Vanuatu,346243
2279,2026-01-01,Vanuatu,354161
2280,2007-01-01,Ilhas Marshall,54137
2281,2008-01-01,Ilhas Marshall,5394
2282,2009-01-01,Ilhas Marshall,53693
2283,2010-01-01,Ilhas Marshall,53493
2284,2011-01-01,Ilhas Marshall,53338
2285,2012-01-01,Ilhas Marshall,52605
2286,2013-01-01,Ilhas Marshall,518
2287,2014-01-01,Ilhas Marshall,50905
2288,2015-01-01,Ilhas Marshall,49932
2289,2016-01-01,Ilhas Marshall,48887
2290,2017-01-01,Ilhas Marshall,47771
2291,2018-01-01,Ilhas Marshall,46602
2292,2019-01-01,Ilhas Marshall,45376
2293,2020-01-01,Ilhas Marshall,44081
2294,2021-01-01,Ilhas Marshall,42746
2295,2022-01-01,Ilhas Marshall,41354
2296,2023-01-01,Ilhas Marshall,41784
2297,2024-01-01,Ilhas Marshall,42208
2298,2025-01-01,Ilhas Marshall,42622
2299,2026-01-01,Ilhas Marshall,43016
2300,2007-01-01,Tuvalu,10089
2301,2008-01-01,Tuvalu,10209
2302,2009-01-01,Tuvalu,10335
2303,2010-01-01,Tuvalu,1048
2304,2011-01-01,Tuvalu,10619
2305,2012-01-01,Tuvalu,10782
2306,2013-01-01,Tuvalu,10927
2307,2014-01-01,Tuvalu,10909
2308,2015-01-01,Tuvalu,10889
2309,2016-01-01,Tuvalu,10865
2310,2017-01-01,Tuvalu,10839
2311,2018-01-01,Tuvalu,10816
2312,2019-01-01,Tuvalu,10914
2313,2020-01-01,Tuvalu,10998
2314,2021-01-01,Tuvalu,1114
2315,2022-01-01,Tuvalu,11267
2316,2023-01-01,Tuvalu,11356
2317,2024-01-01,Tuvalu,11436
2318,2025-01-01,Tuvalu,1152
2319,2026-01-01,Tuvalu,11609
