,data,pais_origem,populacao
0,2007-01-01,Comores,610709
1,2008-01-01,Comores,62309
2,2009-01-01,Comores,635849
3,2010-01-01,Comores,649137
4,2011-01-01,Comores,662911
5,2012-01-01,Comores,67723
6,2013-01-01,Comores,691875
7,2014-01-01,Comores,70691
8,2015-01-01,Comores,722314
9,2016-01-01,Comores,738117
10,2017-01-01,Comores,754347
11,2018-01-01,Comores,768981
12,2019-01-01,Comores,783646
13,2020-01-01,Comores,798326
14,2021-01-01,Comores,814006
15,2022-01-01,Comores,829245
16,2023-01-01,Comores,844302
17,2024-01-01,Comores,859848
18,2025-01-01,Comores,875361
19,2026-01-01,Comores,890789
20,2007-01-01,Quênia,37478572
21,2008-01-01,Quênia,38595015
22,2009-01-01,Quênia,39778774
23,2010-01-01,Quênia,40950115
24,2011-01-01,Quênia,42085676
25,2012-01-01,Quênia,43184612
26,2013-01-01,Quênia,44267001
27,2014-01-01,Quênia,45317735
28,2015-01-01,Quênia,46345992
29,2016-01-01,Quênia,47356985
30,2017-01-01,Quênia,48432355
31,2018-01-01,Quênia,49463919
32,2019-01-01,Quênia,50442689
33,2020-01-01,Quênia,51460211
34,2021-01-01,Quênia,52511349
35,2022-01-01,Quênia,53499879
36,2023-01-01,Quênia,54555095
37,2024-01-01,Quênia,55646078
38,2025-01-01,Quênia,56759982
39,2026-01-01,Quênia,57887878
40,2007-01-01,Moçambique,210025
41,2008-01-01,Moçambique,21558526
42,2009-01-01,Moçambique,22132615
43,2010-01-01,Moçambique,22740704
44,2011-01-01,Moçambique,23406742
45,2012-01-01,Moçambique,241141
46,2013-01-01,Moçambique,24861122
47,2014-01-01,Moçambique,2564234
48,2015-01-01,Moçambique,26435069
49,2016-01-01,Moçambique,27251422
50,2017-01-01,Moçambique,28141563
51,2018-01-01,Moçambique,28997319
52,2019-01-01,Moçambique,29850438
53,2020-01-01,Moçambique,30720752
54,2021-01-01,Moçambique,31635726
55,2022-01-01,Moçambique,32518418
56,2023-01-01,Moçambique,33420619
57,2024-01-01,Moçambique,34374089
58,2025-01-01,Moçambique,35342715
59,2026-01-01,Moçambique,36326402
60,2007-01-01,Angola,2052659
61,2008-01-01,Angola,21292778
62,2009-01-01,Angola,22090266
63,2010-01-01,Angola,22925082
64,2011-01-01,Angola,23803289
65,2012-01-01,Angola,24714934
66,2013-01-01,Angola,25661651
67,2014-01-01,Angola,26632353
68,2015-01-01,Angola,2762432
69,2016-01-01,Angola,28631122
70,2017-01-01,Angola,29678369
71,2018-01-01,Angola,30738887
72,2019-01-01,Angola,31808179
73,2020-01-01,Angola,32898997
74,2021-01-01,Angola,33957975
75,2022-01-01,Angola,35049572
76,2023-01-01,Angola,36128402
77,2024-01-01,Angola,37240003
78,2025-01-01,Angola,38369265
79,2026-01-01,Angola,39516318
80,2007-01-01,Camarões,17993409
81,2008-01-01,Camarões,18510323
82,2009-01-01,Camarões,19043839
83,2010-01-01,Camarões,19594709
84,2011-01-01,Camarões,20161364
85,2012-01-01,Camarões,20736382
86,2013-01-01,Camarões,21328986
87,2014-01-01,Camarões,21936714
88,2015-01-01,Camarões,22662456
89,2016-01-01,Camarões,23362837
90,2017-01-01,Camarões,24060423
91,2018-01-01,Camarões,2472594
92,2019-01-01,Camarões,25427553
93,2020-01-01,Camarões,26137129
94,2021-01-01,Camarões,26845044
95,2022-01-01,Camarões,27552212
96,2023-01-01,Camarões,28276861
97,2024-01-01,Camarões,29017725
98,2025-01-01,Camarões,29771142
99,2026-01-01,Camarões,30530419
100,2007-01-01,Congo,3884331
101,2008-01-01,Congo,4028326
102,2009-01-01,Congo,4150877
103,2010-01-01,Congo,4363582
104,2011-01-01,Congo,4512186
105,2012-01-01,Congo,4656246
106,2013-01-01,Congo,4770267
107,2014-01-01,Congo,4885866
108,2015-01-01,Congo,5003857
109,2016-01-01,Congo,5124915
110,2017-01-01,Congo,5248732
111,2018-01-01,Congo,5375947
112,2019-01-01,Congo,5506177
113,2020-01-01,Congo,5635288
114,2021-01-01,Congo,576906
115,2022-01-01,Congo,5902552
116,2023-01-01,Congo,6038296
117,2024-01-01,Congo,6175442
118,2025-01-01,Congo,6313653
119,2026-01-01,Congo,6453823
120,2007-01-01,Guiné Equatorial,926416
121,2008-01-01,Guiné Equatorial,971213
122,2009-01-01,Guiné Equatorial,101873
123,2010-01-01,Guiné Equatorial,1068642
124,2011-01-01,Guiné Equatorial,1120407
125,2012-01-01,Guiné Equatorial,1168769
126,2013-01-01,Guiné Equatorial,1218502
127,2014-01-01,Guiné Equatorial,126938
128,2015-01-01,Guiné Equatorial,1320986
129,2016-01-01,Guiné Equatorial,137296
130,2017-01-01,Guiné Equatorial,1424893
131,2018-01-01,Guiné Equatorial,1476495
132,2019-01-01,Guiné Equatorial,1527688
133,2020-01-01,Guiné Equatorial,1578373
134,2021-01-01,Guiné Equatorial,1613724
135,2022-01-01,Guiné Equatorial,1655207
136,2023-01-01,Guiné Equatorial,1694609
137,2024-01-01,Guiné Equatorial,1734734
138,2025-01-01,Guiné Equatorial,1775252
139,2026-01-01,Guiné Equatorial,1815896
140,2007-01-01,São Tomé e Príncipe,167764
141,2008-01-01,São Tomé e Príncipe,171925
142,2009-01-01,São Tomé e Príncipe,176082
143,2010-01-01,São Tomé e Príncipe,180174
144,2011-01-01,São Tomé e Príncipe,184103
145,2012-01-01,São Tomé e Príncipe,187986
146,2013-01-01,São Tomé e Príncipe,191863
147,2014-01-01,São Tomé e Príncipe,195651
148,2015-01-01,São Tomé e Príncipe,199343
149,2016-01-01,São Tomé e Príncipe,202904
150,2017-01-01,São Tomé e Príncipe,206361
151,2018-01-01,São Tomé e Príncipe,209712
152,2019-01-01,São Tomé e Príncipe,212976
153,2020-01-01,São Tomé e Príncipe,216222
154,2021-01-01,São Tomé e Príncipe,22106
155,2022-01-01,São Tomé e Príncipe,225155
156,2023-01-01,São Tomé e Príncipe,229604
157,2024-01-01,São Tomé e Príncipe,234107
158,2025-01-01,São Tomé e Príncipe,238656
159,2026-01-01,São Tomé e Príncipe,243302
160,2007-01-01,Suazilândia,1080726
161,2008-01-01,Suazilândia,1087291
162,2009-01-01,Suazilândia,1092449
163,2010-01-01,Suazilândia,1097323
164,2011-01-01,Suazilândia,1102517
165,2012-01-01,Suazilândia,1108226
166,2013-01-01,Suazilândia,1114662
167,2014-01-01,Suazilândia,1121976
168,2015-01-01,Suazilândia,1129754
169,2016-01-01,Suazilândia,1138118
170,2017-01-01,Suazilândia,114693
171,2018-01-01,Suazilândia,1155851
172,2019-01-01,Suazilândia,1165004
173,2020-01-01,Suazilândia,1174222
174,2021-01-01,Suazilândia,1187088
175,2022-01-01,Suazilândia,1197454
176,2023-01-01,Suazilândia,1205887
177,2024-01-01,Suazilândia,1215756
178,2025-01-01,Suazilândia,1228394
179,2026-01-01,Suazilândia,1241321
180,2007-01-01,Namíbia,1998559
181,2008-01-01,Namíbia,2024424
182,2009-01-01,Namíbia,2052679
183,2010-01-01,Namíbia,208316
184,2011-01-01,Namíbia,2115381
185,2012-01-01,Namíbia,21493
186,2013-01-01,Namíbia,218564
187,2014-01-01,Namíbia,222338
188,2015-01-01,Namíbia,2262622
189,2016-01-01,Namíbia,2302786
190,2017-01-01,Namíbia,2343918
191,2018-01-01,Namíbia,2385149
192,2019-01-01,Namíbia,2426212
193,2020-01-01,Namíbia,2467077
194,2021-01-01,Namíbia,2511119
195,2022-01-01,Namíbia,2549182
196,2023-01-01,Namíbia,2584843
197,2024-01-01,Namíbia,2623501
198,2025-01-01,Namíbia,2668108
199,2026-01-01,Namíbia,2712459
200,2007-01-01,África do Sul,49736572
201,2008-01-01,África do Sul,50255617
202,2009-01-01,África do Sul,50876007
203,2010-01-01,África do Sul,51465551
204,2011-01-01,África do Sul,52104292
205,2012-01-01,África do Sul,52782359
206,2013-01-01,África do Sul,53507707
207,2014-01-01,África do Sul,54239525
208,2015-01-01,África do Sul,55219577
209,2016-01-01,África do Sul,56533431
210,2017-01-01,África do Sul,56311116
211,2018-01-01,África do Sul,56971303
212,2019-01-01,África do Sul,57707967
213,2020-01-01,África do Sul,58466143
214,2021-01-01,África do Sul,5913771
215,2022-01-01,África do Sul,596468
216,2023-01-01,África do Sul,60140971
217,2024-01-01,África do Sul,60688018
218,2025-01-01,África do Sul,61352424
219,2026-01-01,África do Sul,61993738
220,2007-01-01,Benin,8520228
221,2008-01-01,Benin,8775293
222,2009-01-01,Benin,9037644
223,2010-01-01,Benin,9307385
224,2011-01-01,Benin,9584034
225,2012-01-01,Benin,9868727
226,2013-01-01,Benin,1015943
227,2014-01-01,Benin,10458031
228,2015-01-01,Benin,10771657
229,2016-01-01,Benin,1109391
230,2017-01-01,Benin,11426259
231,2018-01-01,Benin,11767298
232,2019-01-01,Benin,12114069
233,2020-01-01,Benin,12466819
234,2021-01-01,Benin,12819427
235,2022-01-01,Benin,13174363
236,2023-01-01,Benin,13531365
237,2024-01-01,Benin,13894291
238,2025-01-01,Benin,14265853
239,2026-01-01,Benin,14642545
240,2007-01-01,Cabo Verde,501863
241,2008-01-01,Cabo Verde,507602
242,2009-01-01,Cabo Verde,513069
243,2010-01-01,Cabo Verde,518206
244,2011-01-01,Cabo Verde,524219
245,2012-01-01,Cabo Verde,530824
246,2013-01-01,Cabo Verde,536904
247,2014-01-01,Cabo Verde,542976
248,2015-01-01,Cabo Verde,549176
249,2016-01-01,Cabo Verde,555156
250,2017-01-01,Cabo Verde,561633
251,2018-01-01,Cabo Verde,568275
252,2019-01-01,Cabo Verde,574128
253,2020-01-01,Cabo Verde,579933
254,2021-01-01,Cabo Verde,585347
255,2022-01-01,Cabo Verde,590503
256,2023-01-01,Cabo Verde,595796
257,2024-01-01,Cabo Verde,601568
258,2025-01-01,Cabo Verde,607354
259,2026-01-01,Cabo Verde,613064
260,2007-01-01,Gana,23401236
261,2008-01-01,Gana,24015404
262,2009-01-01,Gana,2463677
263,2010-01-01,Gana,25264754
264,2011-01-01,Gana,25884684
265,2012-01-01,Gana,26527198
266,2013-01-01,Gana,27190326
267,2014-01-01,Gana,27860868
268,2015-01-01,Gana,28531849
269,2016-01-01,Gana,29210029
270,2017-01-01,Gana,29898576
271,2018-01-01,Gana,30545947
272,2019-01-01,Gana,31195334
273,2020-01-01,Gana,31849246
274,2021-01-01,Gana,32511557
275,2022-01-01,Gana,33154506
276,2023-01-01,Gana,33797235
277,2024-01-01,Gana,34446735
278,2025-01-01,Gana,3510831
279,2026-01-01,Gana,35771261
280,2007-01-01,Guiné-Bissau,1431807
281,2008-01-01,Guiné-Bissau,1469338
282,2009-01-01,Guiné-Bissau,1507525
283,2010-01-01,Guiné-Bissau,1546866
284,2011-01-01,Guiné-Bissau,1587575
285,2012-01-01,Guiné-Bissau,1630459
286,2013-01-01,Guiné-Bissau,1674976
287,2014-01-01,Guiné-Bissau,1720529
288,2015-01-01,Guiné-Bissau,1766089
289,2016-01-01,Guiné-Bissau,1811749
290,2017-01-01,Guiné-Bissau,1857354
291,2018-01-01,Guiné-Bissau,1902299
292,2019-01-01,Guiné-Bissau,194761
293,2020-01-01,Guiné-Bissau,1993303
294,2021-01-01,Guiné-Bissau,2038353
295,2022-01-01,Guiné-Bissau,2083089
296,2023-01-01,Guiné-Bissau,2128042
297,2024-01-01,Guiné-Bissau,2173642
298,2025-01-01,Guiné-Bissau,2220656
299,2026-01-01,Guiné-Bissau,226808
300,2007-01-01,Libéria,3545902
301,2008-01-01,Libéria,3719579
302,2009-01-01,Libéria,3848196
303,2010-01-01,Libéria,3961935
304,2011-01-01,Libéria,4077977
305,2012-01-01,Libéria,4284322
306,2013-01-01,Libéria,4379159
307,2014-01-01,Libéria,4475466
308,2015-01-01,Libéria,456333
309,2016-01-01,Libéria,4661328
310,2017-01-01,Libéria,4750867
311,2018-01-01,Libéria,4842395
312,2019-01-01,Libéria,4936387
313,2020-01-01,Libéria,5034191
314,2021-01-01,Libéria,5140978
315,2022-01-01,Libéria,5245853
316,2023-01-01,Libéria,5359509
317,2024-01-01,Libéria,5477244
318,2025-01-01,Libéria,5596653
319,2026-01-01,Libéria,5717804
320,2007-01-01,Mauritânia,3116523
321,2008-01-01,Mauritânia,3190493
322,2009-01-01,Mauritânia,327618
323,2010-01-01,Mauritânia,3369052
324,2011-01-01,Mauritânia,3469869
325,2012-01-01,Mauritânia,3578629
326,2013-01-01,Mauritânia,3693598
327,2014-01-01,Mauritânia,379232
328,2015-01-01,Mauritânia,3894028
329,2016-01-01,Mauritânia,3998411
330,2017-01-01,Mauritânia,410537
331,2018-01-01,Mauritânia,4214659
332,2019-01-01,Mauritânia,4326764
333,2020-01-01,Mauritânia,4440933
334,2021-01-01,Mauritânia,4556274
335,2022-01-01,Mauritânia,4673674
336,2023-01-01,Mauritânia,4798604
337,2024-01-01,Mauritânia,4927373
338,2025-01-01,Mauritânia,506047
339,2026-01-01,Mauritânia,5195813
340,2007-01-01,Nigéria,146281355
341,2008-01-01,Nigéria,150306701
342,2009-01-01,Nigéria,154458311
343,2010-01-01,Nigéria,158733204
344,2011-01-01,Nigéria,163172503
345,2012-01-01,Nigéria,167754988
346,2013-01-01,Nigéria,172396875
347,2014-01-01,Nigéria,177055372
348,2015-01-01,Nigéria,181702661
349,2016-01-01,Nigéria,186288908
350,2017-01-01,Nigéria,191044954
351,2018-01-01,Nigéria,195946859
352,2019-01-01,Nigéria,200828388
353,2020-01-01,Nigéria,205780595
354,2021-01-01,Nigéria,210874214
355,2022-01-01,Nigéria,215928431
356,2023-01-01,Nigéria,221153992
357,2024-01-01,Nigéria,226455272
358,2025-01-01,Nigéria,231849161
359,2026-01-01,Nigéria,237298045
360,2007-01-01,Serra Leoa,5866567
361,2008-01-01,Serra Leoa,601176
362,2009-01-01,Serra Leoa,6169961
363,2010-01-01,Serra Leoa,6349724
364,2011-01-01,Serra Leoa,6523672
365,2012-01-01,Serra Leoa,6701097
366,2013-01-01,Serra Leoa,6876078
367,2014-01-01,Serra Leoa,7053639
368,2015-01-01,Serra Leoa,7227737
369,2016-01-01,Serra Leoa,7401809
370,2017-01-01,Serra Leoa,7586017
371,2018-01-01,Serra Leoa,7769114
372,2019-01-01,Serra Leoa,7953448
373,2020-01-01,Serra Leoa,8140209
374,2021-01-01,Serra Leoa,8327732
375,2022-01-01,Serra Leoa,851355
376,2023-01-01,Serra Leoa,8697886
377,2024-01-01,Serra Leoa,8884298
378,2025-01-01,Serra Leoa,9071647
379,2026-01-01,Serra Leoa,9259106
380,2007-01-01,Togo,5963351
381,2008-01-01,Togo,6131722
382,2009-01-01,Togo,6313242
383,2010-01-01,Togo,6484007
384,2011-01-01,Togo,6659703
385,2012-01-01,Togo,6837642
386,2013-01-01,Togo,7015627
387,2014-01-01,Togo,7196831
388,2015-01-01,Togo,7379935
389,2016-01-01,Togo,7566522
390,2017-01-01,Togo,7756185
391,2018-01-01,Togo,7949405
392,2019-01-01,Togo,8143953
393,2020-01-01,Togo,8342236
394,2021-01-01,Togo,8542924
395,2022-01-01,Togo,8746734
396,2023-01-01,Togo,8950663
397,2024-01-01,Togo,9156935
398,2025-01-01,Togo,9364794
399,2026-01-01,Togo,9575521
400,2007-01-01,China,1317245762
401,2008-01-01,China,1325780685
402,2009-01-01,China,1334553612
403,2010-01-01,China,1343697578
404,2011-01-01,China,1352685158
405,2012-01-01,China,1361505803
406,2013-01-01,China,1371615833
407,2014-01-01,China,1380584782
408,2015-01-01,China,1389794555
409,2016-01-01,China,1397636342
410,2017-01-01,China,1406143019
411,2018-01-01,China,1414408894
412,2019-01-01,China,1419730043
413,2020-01-01,China,1423998019
414,2021-01-01,China,1425861543
415,2022-01-01,China,1425925386
416,2023-01-01,China,1425849288
417,2024-01-01,China,1425493416
418,2025-01-01,China,1424864149
419,2026-01-01,China,1423899698
420,2007-01-01,Hong Kong,6975854
421,2008-01-01,Hong Kong,7027057
422,2009-01-01,Hong Kong,7074297
423,2010-01-01,Hong Kong,7114893
424,2011-01-01,Hong Kong,7149982
425,2012-01-01,Hong Kong,7200747
426,2013-01-01,Hong Kong,7267373
427,2014-01-01,Hong Kong,732628
428,2015-01-01,Hong Kong,7378086
429,2016-01-01,Hong Kong,7421591
430,2017-01-01,Hong Kong,7450263
431,2018-01-01,Hong Kong,7472774
432,2019-01-01,Hong Kong,7490336
433,2020-01-01,Hong Kong,7501907
434,2021-01-01,Hong Kong,7500008
435,2022-01-01,Hong Kong,7489149
436,2023-01-01,Hong Kong,7488581
437,2024-01-01,Hong Kong,7494636
438,2025-01-01,Hong Kong,7498727
439,2026-01-01,Hong Kong,7500855
440,2007-01-01,Taiwan,22911226
441,2008-01-01,Taiwan,22973391
442,2009-01-01,Taiwan,2302325
443,2010-01-01,Taiwan,23064914
444,2011-01-01,Taiwan,23101251
445,2012-01-01,Taiwan,2318489
446,2013-01-01,Taiwan,23283227
447,2014-01-01,Taiwan,2337744
448,2015-01-01,Taiwan,23467585
449,2016-01-01,Taiwan,23556686
450,2017-01-01,Taiwan,23632256
451,2018-01-01,Taiwan,23697792
452,2019-01-01,Taiwan,23754579
453,2020-01-01,Taiwan,23800896
454,2021-01-01,Taiwan,23842033
455,2022-01-01,Taiwan,23877791
456,2023-01-01,Taiwan,23908998
457,2024-01-01,Taiwan,23937555
458,2025-01-01,Taiwan,23962872
459,2026-01-01,Taiwan,2398519
460,2007-01-01,Japão,12796027
461,2008-01-01,Japão,128052582
462,2009-01-01,Japão,128102684
463,2010-01-01,Japão,1281314
464,2011-01-01,Japão,128079462
465,2012-01-01,Japão,127935051
466,2013-01-01,Japão,127772324
467,2014-01-01,Japão,127585524
468,2015-01-01,Japão,127367946
469,2016-01-01,Japão,12713392
470,2017-01-01,Japão,126853795
471,2018-01-01,Japão,126471149
472,2019-01-01,Japão,126040583
473,2020-01-01,Japão,12554277
474,2021-01-01,Japão,124946751
475,2022-01-01,Japão,12427831
476,2023-01-01,Japão,123625074
477,2024-01-01,Japão,122963952
478,2025-01-01,Japão,122298912
479,2026-01-01,Japão,121621903
480,2007-01-01,Coreia do Sul,48133503
481,2008-01-01,Coreia do Sul,48307699
482,2009-01-01,Coreia do Sul,48489554
483,2010-01-01,Coreia do Sul,48686484
484,2011-01-01,Coreia do Sul,489396
485,2012-01-01,Coreia do Sul,49400155
486,2013-01-01,Coreia do Sul,49868215
487,2014-01-01,Coreia do Sul,50328243
488,2015-01-01,Coreia do Sul,50787842
489,2016-01-01,Coreia do Sul,5120096
490,2017-01-01,Coreia do Sul,51419008
491,2018-01-01,Coreia do Sul,51604269
492,2019-01-01,Coreia do Sul,51749531
493,2020-01-01,Coreia do Sul,51858128
494,2021-01-01,Coreia do Sul,51831253
495,2022-01-01,Coreia do Sul,51829025
496,2023-01-01,Coreia do Sul,51802594
497,2024-01-01,Coreia do Sul,51765524
498,2025-01-01,Coreia do Sul,51718401
499,2026-01-01,Coreia do Sul,51662557
500,2007-01-01,Afeganistão,25919648
501,2008-01-01,Afeganistão,25886953
502,2009-01-01,Afeganistão,26967445
503,2010-01-01,Afeganistão,2780317
504,2011-01-01,Afeganistão,28576174
505,2012-01-01,Afeganistão,2992214
506,2013-01-01,Afeganistão,31010817
507,2014-01-01,Afeganistão,320716
508,2015-01-01,Afeganistão,3336082
509,2016-01-01,Afeganistão,34146178
510,2017-01-01,Afeganistão,35126237
511,2018-01-01,Afeganistão,36160598
512,2019-01-01,Afeganistão,3721297
513,2020-01-01,Afeganistão,38326027
514,2021-01-01,Afeganistão,39618434
515,2022-01-01,Afeganistão,4058049
516,2023-01-01,Afeganistão,41677052
517,2024-01-01,Afeganistão,42802656
518,2025-01-01,Afeganistão,43943243
519,2026-01-01,Afeganistão,45088344
520,2007-01-01,Bangladesh,143355291
521,2008-01-01,Bangladesh,144916577
522,2009-01-01,Bangladesh,145926059
523,2010-01-01,Bangladesh,147487561
524,2011-01-01,Bangladesh,149294718
525,2012-01-01,Bangladesh,151127293
526,2013-01-01,Bangladesh,153054006
527,2014-01-01,Bangladesh,155006273
528,2015-01-01,Bangladesh,156916324
529,2016-01-01,Bangladesh,158743675
530,2017-01-01,Bangladesh,160825462
531,2018-01-01,Bangladesh,162762465
532,2019-01-01,Bangladesh,164605451
533,2020-01-01,Bangladesh,166426993
534,2021-01-01,Bangladesh,168414908
535,2022-01-01,Bangladesh,170297594
536,2023-01-01,Bangladesh,172075151
537,2024-01-01,Bangladesh,173833487
538,2025-01-01,Bangladesh,175568935
539,2026-01-01,Bangladesh,177274084
540,2007-01-01,Índia,1181108939
541,2008-01-01,Índia,119827468
542,2009-01-01,Índia,1215194931
543,2010-01-01,Índia,1232085388
544,2011-01-01,Índia,1249141852
545,2012-01-01,Índia,126610053
546,2013-01-01,Índia,1282873899
547,2014-01-01,Índia,1299390228
548,2015-01-01,Índia,131510279
549,2016-01-01,Índia,1330630219
550,2017-01-01,Índia,134664246
551,2018-01-01,Índia,1361748899
552,2019-01-01,Índia,1376257714
553,2020-01-01,Índia,1389966387
554,2021-01-01,Índia,1402807867
555,2022-01-01,Índia,1412319817
556,2023-01-01,Índia,1422026528
557,2024-01-01,Índia,1435228798
558,2025-01-01,Índia,1448210906
559,2026-01-01,Índia,1461002542
560,2007-01-01,Irã,71813751
561,2008-01-01,Irã,72825086
562,2009-01-01,Irã,73811701
563,2010-01-01,Irã,74833668
564,2011-01-01,Irã,75914042
565,2012-01-01,Irã,767719
566,2013-01-01,Irã,77877002
567,2014-01-01,Irã,79040853
568,2015-01-01,Irã,80882491
569,2016-01-01,Irã,8269919
570,2017-01-01,Irã,83913271
571,2018-01-01,Irã,85096882
572,2019-01-01,Irã,86138242
573,2020-01-01,Irã,86990162
574,2021-01-01,Irã,87590223
575,2022-01-01,Irã,88256642
576,2023-01-01,Irã,88844498
577,2024-01-01,Irã,89501036
578,2025-01-01,Irã,90118527
579,2026-01-01,Irã,90702792
580,2007-01-01,Indonésia,233307563
581,2008-01-01,Indonésia,236409015
582,2009-01-01,Indonésia,239464072
583,2010-01-01,Indonésia,242498526
584,2011-01-01,Indonésia,24553382
585,2012-01-01,Indonésia,248665574
586,2013-01-01,Indonésia,251779816
587,2014-01-01,Indonésia,25477202
588,2015-01-01,Indonésia,257687503
589,2016-01-01,Indonésia,260496436
590,2017-01-01,Indonésia,263203928
591,2018-01-01,Indonésia,265793777
592,2019-01-01,Indonésia,268339908
593,2020-01-01,Indonésia,270825848
594,2021-01-01,Indonésia,272890093
595,2022-01-01,Indonésia,274616289
596,2023-01-01,Indonésia,276386389
597,2024-01-01,Indonésia,278681856
598,2025-01-01,Indonésia,280914242
599,2026-01-01,Indonésia,28309437
600,2007-01-01,Malásia,26802402
601,2008-01-01,Malásia,27382805
602,2009-01-01,Malásia,27945786
603,2010-01-01,Malásia,28488622
604,2011-01-01,Malásia,2894684
605,2012-01-01,Malásia,29421426
606,2013-01-01,Malásia,29898997
607,2014-01-01,Malásia,30370618
608,2015-01-01,Malásia,30842299
609,2016-01-01,Malásia,31295366
610,2017-01-01,Malásia,3175747
611,2018-01-01,Malásia,32194142
612,2019-01-01,Malásia,32604401
613,2020-01-01,Malásia,33003638
614,2021-01-01,Malásia,33396348
615,2022-01-01,Malásia,33751399
616,2023-01-01,Malásia,34125044
617,2024-01-01,Malásia,34492006
618,2025-01-01,Malásia,34851785
619,2026-01-01,Malásia,35204275
620,2007-01-01,Filipinas,88725126
621,2008-01-01,Filipinas,90397628
622,2009-01-01,Filipinas,92107025
623,2010-01-01,Filipinas,93786878
624,2011-01-01,Filipinas,95486521
625,2012-01-01,Filipinas,97189306
626,2013-01-01,Filipinas,98875328
627,2014-01-01,Filipinas,100524887
628,2015-01-01,Filipinas,102125514
629,2016-01-01,Filipinas,103937216
630,2017-01-01,Filipinas,105813317
631,2018-01-01,Filipinas,107663686
632,2019-01-01,Filipinas,109473986
633,2020-01-01,Filipinas,111287623
634,2021-01-01,Filipinas,113094332
635,2022-01-01,Filipinas,114666324
636,2023-01-01,Filipinas,116451694
637,2024-01-01,Filipinas,118223042
638,2025-01-01,Filipinas,119989407
639,2026-01-01,Filipinas,121739309
640,2007-01-01,Singapura,4575083
641,2008-01-01,Singapura,4751428
642,2009-01-01,Singapura,4925376
643,2010-01-01,Singapura,5096032
644,2011-01-01,Singapura,5231147
645,2012-01-01,Singapura,5331541
646,2013-01-01,Singapura,5430468
647,2014-01-01,Singapura,5525641
648,2015-01-01,Singapura,5615362
649,2016-01-01,Singapura,5684674
650,2017-01-01,Singapura,5739192
651,2018-01-01,Singapura,5789782
652,2019-01-01,Singapura,5839291
653,2020-01-01,Singapura,5893519
654,2021-01-01,Singapura,592622
655,2022-01-01,Singapura,5955901
656,2023-01-01,Singapura,5995476
657,2024-01-01,Singapura,603397
658,2025-01-01,Singapura,6071449
659,2026-01-01,Singapura,6107632
660,2007-01-01,Tailândia,66571994
661,2008-01-01,Tailândia,67081513
662,2009-01-01,Tailândia,67574966
663,2010-01-01,Tailândia,68052341
664,2011-01-01,Tailândia,68488638
665,2012-01-01,Tailândia,68937054
666,2013-01-01,Tailândia,69376992
667,2014-01-01,Tailândia,69780213
668,2015-01-01,Tailândia,70141673
669,2016-01-01,Tailândia,70447121
670,2017-01-01,Tailândia,70766953
671,2018-01-01,Tailândia,71029452
672,2019-01-01,Tailândia,71226152
673,2020-01-01,Tailândia,71389374
674,2021-01-01,Tailândia,71561955
675,2022-01-01,Tailândia,71640251
676,2023-01-01,Tailândia,71753808
677,2024-01-01,Tailândia,7184875
678,2025-01-01,Tailândia,71922848
679,2026-01-01,Tailândia,7198326
680,2007-01-01,Vietnã,84350939
681,2008-01-01,Vietnã,85173598
682,2009-01-01,Vietnã,86020884
683,2010-01-01,Vietnã,86944961
684,2011-01-01,Vietnã,87877063
685,2012-01-01,Vietnã,8882117
686,2013-01-01,Vietnã,89781481
687,2014-01-01,Vietnã,90753996
688,2015-01-01,Vietnã,91717011
689,2016-01-01,Vietnã,92665784
690,2017-01-01,Vietnã,93587273
691,2018-01-01,Vietnã,94478823
692,2019-01-01,Vietnã,95349838
693,2020-01-01,Vietnã,96203595
694,2021-01-01,Vietnã,97093774
695,2022-01-01,Vietnã,97842283
696,2023-01-01,Vietnã,98531429
697,2024-01-01,Vietnã,99186471
698,2025-01-01,Vietnã,99808889
699,2026-01-01,Vietnã,100399069
700,2007-01-01,Barein,100564
701,2008-01-01,Barein,1075424
702,2009-01-01,Barein,1145263
703,2010-01-01,Barein,1213642
704,2011-01-01,Barein,1213647
705,2012-01-01,Barein,1210507
706,2013-01-01,Barein,1239372
707,2014-01-01,Barein,1283974
708,2015-01-01,Barein,1338295
709,2016-01-01,Barein,1385989
710,2017-01-01,Barein,1433333
711,2018-01-01,Barein,1480335
712,2019-01-01,Barein,1494344
713,2020-01-01,Barein,1494033
714,2021-01-01,Barein,1460905
715,2022-01-01,Barein,1465626
716,2023-01-01,Barein,147884
717,2024-01-01,Barein,1492179
718,2025-01-01,Barein,1505245
719,2026-01-01,Barein,1518106
720,2007-01-01,Chipre,1064625
721,2008-01-01,Chipre,1083121
722,2009-01-01,Chipre,1101659
723,2010-01-01,Chipre,1120289
724,2011-01-01,Chipre,1139082
725,2012-01-01,Chipre,115109
726,2013-01-01,Chipre,1162023
727,2014-01-01,Chipre,1171914
728,2015-01-01,Chipre,1182076
729,2016-01-01,Chipre,1192484
730,2017-01-01,Chipre,1203279
731,2018-01-01,Chipre,1213767
732,2019-01-01,Chipre,1223895
733,2020-01-01,Chipre,1233778
734,2021-01-01,Chipre,1241296
735,2022-01-01,Chipre,124708
736,2023-01-01,Chipre,1255897
737,2024-01-01,Chipre,1264379
738,2025-01-01,Chipre,1272556
739,2026-01-01,Chipre,1280461
740,2007-01-01,Jordânia,6399949
741,2008-01-01,Jordânia,6546964
742,2009-01-01,Jordânia,6718781
